SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1376.05,1405.00,1375.00,1392.05,1392.05,1388.25,259,2259,3140662.00,
500003,AEGIS LOGIS ,A ,Q,200.00,202.40,200.00,200.30,200.20,200.20,92,7312,1463726.00,
500008,AMAR RAJA BA,A ,Q,630.80,634.90,625.80,629.60,627.50,624.50,323,10259,6461880.00,
500009,A.SARABHAI  ,X ,Q,12.69,13.45,12.69,13.08,13.25,13.04,52,6114,80330.00,
500010,HDFC        ,A ,Q,1959.95,1999.90,1940.00,1993.75,1993.75,1939.65,5367,131468,260128975.00,
500012,ANDHRA PETRO,X ,Q,50.90,52.50,49.70,51.80,51.60,50.05,184,42127,2168367.00,
500013,ANSAL INFRAS,B ,Q,8.25,8.50,8.17,8.23,8.22,8.29,48,14759,122343.00,
500014,APPLE FINANC,XT,Q,1.31,1.37,1.31,1.37,1.37,1.31,5,171,230.00,
500016,ARUNAHTEL   ,XT,Q,7.50,7.50,7.13,7.13,7.13,7.50,5,901,6461.00,
500020,BOM DYEING  ,A ,Q,110.00,113.35,109.00,109.80,109.80,110.10,1339,120935,13426170.00,
500024,ASSAMCO     ,T ,Q,1.92,1.92,1.85,1.86,1.92,1.92,25,47327,89058.00,
500027,ATUL LTD.   ,A ,Q,3826.00,3860.00,3740.00,3786.55,3742.00,3804.15,314,1120,4275697.00,
500028,ATV PROJECTS,XT,Q,5.20,5.20,4.75,4.75,4.75,4.99,18,5200,24934.00,
500029,AUTOLITE(I) ,B ,Q,30.60,31.95,30.60,30.75,30.75,30.90,6,125,3841.00,
500031,BAJAJ ELECT.,A ,Q,533.00,535.15,528.10,529.05,529.05,532.80,253,4254,2257550.00,
500032,BAJAJHIND   ,B ,Q,7.75,7.94,7.66,7.74,7.75,7.71,133,94102,731331.00,
500033,FORCE MOTR  ,A ,Q,1441.00,1465.00,1441.00,1452.25,1452.25,1441.75,993,10565,15349372.00,
500034,BAJFINANCE  ,A ,Q,3144.00,3314.95,3125.00,3301.20,3301.20,3111.80,15608,303721,989647456.00,
500038,BALRAM.CHINI,A ,Q,143.20,144.95,142.30,143.10,143.10,142.95,644,58173,8352617.00,
500039,BANCO PROD. ,B ,Q,140.35,140.35,135.25,137.25,137.50,136.90,96,4980,684959.00,
500040,CENTURY TEXT,A ,Q,919.20,919.20,904.50,912.20,912.00,914.20,734,27266,24817692.00,
500041,BANNARI AMAN,B ,Q,1350.00,1386.50,1296.05,1325.15,1336.95,1319.40,23,40,53961.00,
500042,BASF INDIA  ,A ,Q,1237.00,1252.10,1217.90,1241.75,1241.75,1224.15,107,432,531754.00,
500043,BATA INDIA  ,A ,Q,1348.90,1377.95,1333.35,1369.45,1369.45,1341.00,1519,52987,72218013.00,
500048,BEML LTD    ,A ,Q,843.40,850.05,826.55,838.05,833.00,839.70,1300,59862,50131652.00,
500049,BHARAT ELECT,A ,Q,89.80,92.00,88.70,91.70,91.70,89.20,1966,484764,43824403.00,
500052,BHANSALI ENG,B ,Q,80.00,80.00,72.25,74.70,74.70,79.40,856,147996,11372333.00,
500055,TATASTLBSL  ,B ,Q,29.30,29.65,29.10,29.55,29.50,29.50,238,75403,2217230.00,
500058,BIHAR SPONGE,XT,Q,0.79,0.79,0.79,0.79,0.79,0.76,4,1500,1185.00,
500059,BINANI IND. ,T ,Q,25.85,26.75,25.30,26.00,26.00,26.15,20,1107,28719.00,
500060,BIRLACABLE  ,B ,Q,112.70,130.60,112.70,123.00,124.40,110.55,1484,62876,7519757.00,
500067,BLUE STAR   ,A ,Q,725.00,735.25,717.20,722.85,722.85,723.40,661,7558,5506015.00,
500068,DISA INDIA  ,X ,Q,5740.00,5740.00,5601.05,5601.05,5601.05,5739.95,19,53,299508.00,
500074,BPL LTD.    ,B ,Q,21.15,21.25,20.35,20.80,20.80,20.45,213,34497,716667.00,
500078,OAL         ,X ,Q,208.05,218.35,205.05,206.30,206.05,214.00,57,2151,447517.00,
500083,CENTURY EXT ,B ,Q,5.10,5.10,4.92,4.96,5.00,4.91,9,915,4560.00,
500084,CESC LTD.   ,A ,Q,675.45,680.00,648.05,661.30,661.30,675.40,1353,54333,36165044.00,
500085,CHAMBAL FERT,A ,Q,141.85,163.75,141.00,161.25,161.25,143.00,4272,271780,42967818.00,
500086,EXIDE IND.  ,A ,Q,207.00,207.60,204.00,207.00,207.00,205.45,858,593839,121818184.00,
500087,CIPLA LTD.  ,A ,Q,549.15,551.90,540.75,543.95,543.95,550.55,744,44607,24303081.00,
500089,DIC INDIA   ,B ,Q,315.05,320.10,315.05,320.10,320.10,331.90,2,8,2540.00,
500092,CRISIL LTD  ,A ,Q,1370.05,1400.00,1340.95,1389.65,1400.00,1365.90,262,1555,2126915.00,
500093,CGPOWER     ,A ,Q,35.95,36.45,35.00,35.60,36.00,35.65,900,434788,15438595.00,
500096,DABUR (I)   ,A ,Q,363.90,376.90,361.10,370.25,370.25,361.90,2208,117765,43701835.00,
500097,DALMIASUG   ,B ,Q,108.00,113.60,108.00,112.55,112.95,105.30,761,36422,4066887.00,
500101,ARVIND Ltd  ,A ,Q,72.10,75.70,71.30,74.05,74.05,72.15,2404,573773,42451747.00,
500102,BALARPUR IND,B ,Q,1.97,2.04,1.95,2.04,2.04,1.95,99,143021,285961.00,
500103,BHEL        ,A ,Q,62.90,62.90,61.20,62.05,62.05,62.05,2317,2864056,177491247.00,
500104,HIND.PETRO  ,A ,Q,278.60,279.10,271.90,274.95,274.00,280.30,2694,284628,78374043.00,
500106,IFCI LTD    ,A ,Q,9.39,9.39,8.95,8.99,8.99,9.23,695,253375,2286791.00,
500108,MAHA.TELE   ,B ,Q,8.68,8.95,8.45,8.50,8.50,8.69,461,260696,2255592.00,
500109,MRPL        ,A ,Q,63.00,64.55,62.25,62.45,62.70,62.45,316,63195,3978317.00,
500110,CHENNAI PET.,A ,Q,210.00,214.50,205.80,213.40,213.40,210.10,391,18581,3928926.00,
500111,REL.CAP.    ,A ,Q,120.25,121.75,113.60,114.95,114.95,112.50,16905,3293920,383108236.00,
500112,STATE BANK  ,A ,Q,315.05,321.60,313.30,318.95,318.95,315.20,6979,922507,292281854.00,
500113,STEEL AUTH. ,A ,Q,47.80,48.20,47.05,47.65,47.65,47.85,1954,1885652,89371938.00,
500114,TITAN       ,A ,Q,1187.75,1198.60,1181.15,1190.25,1190.25,1183.40,4211,164377,195663493.00,
500116,IDBI BANK L ,A ,Q,34.45,35.00,33.75,34.40,34.40,34.40,910,729476,25039593.00,
500117,DCW LTD.    ,B ,Q,16.65,17.45,16.40,17.25,17.25,16.55,180,37117,635553.00,
500119,DHAMPUR SUGA,B ,Q,203.40,206.90,199.65,200.80,200.80,199.70,721,35752,7230673.00,
500120,DIAMINES&CHM,X ,Q,122.80,123.15,112.60,122.30,122.30,117.30,109,9405,1137114.00,
500123,ELANTAS     ,B ,Q,2239.80,2250.00,2190.00,2208.70,2208.70,2168.50,108,1789,3965075.00,
500124,DR.REDDY'S  ,A ,Q,2790.00,2811.65,2668.80,2748.10,2748.10,2804.50,3376,57206,157568791.00,
500125,E.I.D.PAR   ,A ,Q,181.10,181.10,177.20,178.00,178.00,177.45,173,6294,1123676.00,
500126,MERCK LTD   ,A ,Q,4250.00,4389.00,4236.10,4342.55,4342.55,4209.20,2120,9638,41832977.00,
500128,ELEC.CASTING,B ,Q,18.25,18.40,17.30,17.40,17.40,17.75,96,8008,140030.00,
500132,EMPEE SUGARS,XT,Q,1.26,1.26,1.20,1.20,1.20,1.20,8,1890,2338.00,
500133,ESAB INDIA  ,B ,Q,910.00,926.75,892.25,907.25,903.00,887.95,36,1275,1146868.00,
500135,ESSEL PROP  ,B ,Q,132.00,133.10,132.00,132.25,132.25,132.00,99,9145,1213306.00,
500136,ESTER INDUS.,B ,Q,34.00,34.65,32.15,32.40,32.15,33.95,212,26092,881427.00,
500141,FERRO ALLOYS,X ,Q,4.40,4.89,4.07,4.23,4.23,4.31,66,86790,373773.00,
500144,FINOL. CABLE,A ,Q,439.55,439.55,422.00,427.90,422.00,435.55,426,4032,1748674.00,
500147,CMI FPE     ,X ,Q,1019.00,1019.00,992.05,1005.65,998.05,996.05,22,447,449296.00,
500148,UFLEX LTD   ,A ,Q,226.25,226.25,220.55,221.15,221.15,226.75,155,3332,742297.00,
500151,GOLDEN TOB  ,B ,Q,36.00,38.85,35.55,35.55,35.55,37.00,10,961,34919.00,
500153,GANESH BENZO,X ,Q,43.70,43.90,41.35,42.45,42.45,43.45,142,17957,763329.00,
500155,GARDEN SILK ,B ,Q,15.55,17.00,15.55,16.70,16.20,16.35,32,3852,63012.00,
500159,METROGLOBL  ,X ,Q,54.40,55.00,52.35,52.55,52.55,54.25,4,4,214.00,
500160,GTL LTD.    ,B ,Q,3.98,3.98,3.80,3.93,3.93,3.80,6,1505,5937.00,
500163,GODFREY PH  ,A ,Q,1013.65,1037.90,1003.40,1018.85,1010.25,1016.65,408,12040,12276326.00,
500164,GODREJ IND  ,A ,Q,443.00,453.40,442.35,449.70,449.70,439.40,859,28581,12792236.00,
500165,KANSAI NERO ,A ,Q,409.00,412.90,394.40,410.50,409.00,400.60,351,6107,2462833.00,
500166,GOODRICKE   ,X ,Q,186.50,191.95,186.50,188.30,190.00,187.45,88,4436,835009.00,
500168,GOODYEAR (I),B ,Q,896.20,924.90,896.20,918.45,918.25,913.15,102,3425,3130000.00,
500170,GTN INDUS   ,B ,Q,10.35,10.35,10.25,10.25,10.25,9.82,3,22,226.00,
500171,GHCL LTD    ,A ,Q,236.00,239.70,236.00,236.90,238.00,235.95,99,1967,465840.00,
500173,GUJ.FLOURO  ,A ,Q,972.00,972.00,946.45,958.70,964.90,946.35,196,1402,1338234.00,
500179,HCL INFOSYS ,B ,Q,13.70,13.80,13.40,13.60,13.60,13.70,181,37740,511719.00,
500180,HDFC BANK   ,A ,Q,2317.90,2369.00,2311.45,2361.65,2361.65,2313.80,8706,135443,316421371.00,
500182,HEROMOTOCO  ,A ,Q,2525.55,2640.50,2520.85,2623.50,2623.50,2516.30,4957,68636,178189074.00,
500183,HIMACHAL FUT,A ,Q,20.50,20.50,20.05,20.30,20.30,20.25,422,304491,6179201.00,
500184,HSCL        ,A ,Q,102.55,105.00,100.25,100.60,100.60,102.85,1383,105251,10766403.00,
500185,HIND.CONSTN.,A ,Q,12.40,12.46,11.70,11.78,11.78,12.38,571,230815,2766921.00,
500186,HIND.OIL EXP,B ,Q,125.00,126.55,123.00,123.45,123.45,125.05,418,51942,6439548.00,
500187,HSIL        ,B ,Q,255.75,260.25,255.00,258.65,259.00,257.75,106,2826,728294.00,
500188,HINDUS.ZI   ,A ,Q,254.00,255.20,252.00,253.20,253.20,254.90,330,23772,6033755.00,
500189,HINDUJA VENT,B ,Q,384.00,384.00,381.00,382.00,382.00,381.55,8,770,293872.00,
500191,HMT LTD.    ,Z ,Q,16.10,17.55,16.05,17.30,17.30,16.85,21,2649,44848.00,
500193,HOTEL LEELA.,B ,Q,8.46,8.74,8.44,8.62,8.70,8.49,62,20842,178263.00,
500199,I.G.PETRO   ,B ,Q,250.00,252.00,243.45,247.25,247.25,250.80,45,1165,288650.00,
500201,IND.GLYCOLS ,B ,Q,232.30,241.00,232.30,239.30,239.30,232.30,442,11056,2621383.00,
500207,INDO RAMA   ,B ,Q,35.65,35.85,35.65,35.65,35.65,35.65,6,6280,223998.00,
500209,INFOSYS LTD ,A ,Q,733.30,735.70,721.00,723.80,723.80,734.20,10179,577782,419352732.00,
500210,INGERSOLL   ,B ,Q,580.00,581.00,573.75,579.10,581.00,580.80,85,1040,599289.00,
500211,INSILCO LTD.,X ,Q,16.75,17.55,16.70,17.35,17.20,16.80,15,983,16723.00,
500213,INTER.TRAVEL,X ,Q,121.50,121.50,117.15,120.55,120.55,119.10,9,238,28209.00,
500214,ION EXCHANGE,XT,Q,371.55,399.95,371.55,395.20,395.20,383.75,82,4838,1901257.00,
500215,AGRO TECH FO,B ,Q,531.45,546.00,526.25,542.20,535.00,526.10,8,26,13803.00,
500219,JAIN IRRIG  ,A ,Q,49.40,50.75,48.10,50.40,50.40,48.90,1200,943049,46266798.00,
500220,JASCH INDUST,X ,Q,51.65,55.40,51.65,53.10,52.80,53.25,36,4140,217804.00,
500223,JCT LTD     ,X ,Q,1.43,1.45,1.30,1.40,1.40,1.33,65,61382,87114.00,
500227,JINDAL POLYF,B ,Q,235.85,235.90,230.15,231.90,231.05,233.95,120,3173,735882.00,
500228,JSWSL       ,A ,Q,275.00,277.15,271.55,276.30,276.30,276.05,936,98531,27034626.00,
500231,UMANG DAIR  ,B ,Q,47.00,47.90,46.10,46.50,46.60,47.00,13,696,32346.00,
500233,KAJARIA CER.,A ,Q,595.00,600.40,590.75,594.55,598.00,591.95,413,15891,9474533.00,
500234,KAKATIYA CEM,B ,Q,169.50,172.15,166.60,168.80,168.80,170.55,127,4340,737214.00,
500235,KALYANI STEL,B ,Q,183.00,191.00,183.00,186.60,185.65,181.80,289,7750,1430527.00,
500238,WHIRLPOOL   ,A ,Q,1365.00,1417.75,1359.00,1404.95,1417.75,1361.35,353,3973,5513182.00,
500239,KG DENIM    ,X ,Q,42.00,45.75,41.00,44.50,45.75,41.65,105,10910,466664.00,
500240,KINETIC ENG.,X ,Q,34.70,34.70,31.30,31.65,31.65,31.40,19,2068,66452.00,
500241,KIRL.BROS.  ,B ,Q,164.90,164.95,156.50,158.60,159.60,158.00,107,1831,292640.00,
500243,KIRL INDUS  ,B ,Q,750.00,790.00,747.00,774.10,790.00,727.30,65,277,210815.00,
500245,KIRL.FERROUS,B ,Q,88.50,89.00,87.65,88.50,88.50,88.10,55,9263,817324.00,
500246,ENVAIN ELECT,X ,Q,37.30,37.30,37.30,37.30,37.30,39.25,1,1,37.00,
500247,KOTAK MAH.BK,A ,Q,1414.00,1469.90,1413.95,1460.70,1460.70,1413.85,9037,172508,248923075.00,
500249,KSB         ,B ,Q,668.05,684.95,667.00,679.50,683.00,672.20,38,299,201364.00,
500250,L.G.BALKRISH,B ,Q,378.00,398.80,368.00,381.80,380.00,374.60,243,10334,4025015.00,
500251,TRENT LTD.  ,A ,Q,366.00,375.00,362.00,367.25,364.90,365.95,415,5578,2059184.00,
500252,LAXMIMACH   ,A ,Q,5560.00,5609.70,5410.00,5465.15,5465.15,5456.30,271,784,4328786.00,
500253,LIC HOUS.FIN,A ,Q,491.95,504.55,486.55,499.50,499.50,488.85,1387,86155,42663842.00,
500254,UTTAMVALUE  ,B ,Q,0.19,0.19,0.19,0.19,0.19,0.19,8,13712,2605.00,
500257,LUPIN LTD.  ,A ,Q,778.70,778.70,747.40,752.75,752.75,781.35,3311,140126,106322885.00,
500259,LYKA LABS   ,T ,Q,25.70,26.95,25.65,25.65,25.65,26.95,23,1024,26424.00,
500260,RAMCOCEM    ,A ,Q,732.95,749.00,723.25,746.95,749.00,737.15,288,4271,3144906.00,
500264,MAFATLAL IND,X ,Q,96.40,97.35,91.00,92.00,91.00,96.40,37,1907,179852.00,
500265,MAH.SEAMLESS,B ,Q,460.15,465.95,456.00,458.10,456.40,459.50,92,1088,500584.00,
500266,MAH.SCOOTER ,B ,Q,3891.95,4042.20,3891.95,3951.65,3951.65,3843.85,476,2470,9800658.00,
500267,MAJESTIC AUT,X ,Q,180.00,183.25,177.10,177.65,178.90,177.90,86,3344,599650.00,
500268,MANALI PETRO,B ,Q,23.55,23.65,22.85,23.20,23.00,23.40,87,14636,342064.00,
500271,MFSL        ,A ,Q,398.30,409.10,395.85,403.85,403.85,399.90,524,19075,7675383.00,
500279,MIRC ELECT  ,B ,Q,16.45,16.45,15.75,16.05,15.75,16.00,70,21130,339607.00,
500280,CENTURY ENKA,B ,Q,225.00,225.50,222.00,225.10,225.10,222.75,72,2031,456012.00,
500284,LORDS CHLORO,XT,Q,56.25,60.40,56.25,60.40,60.40,58.10,3,20,1129.00,
500285,SPICEJET LTD,A ,Q,131.80,131.90,124.85,125.90,125.90,132.25,13014,2608219,334791248.00,
500288,MOREPEN LAB.,B ,Q,18.85,19.10,18.35,18.65,18.65,18.85,217,56339,1052044.00,
500290,MRF LTD.    ,A ,Q,53738.05,54639.55,53696.20,54393.65,54150.00,53772.55,196,279,15132148.00,
500292,HEIDEL CEM  ,A ,Q,179.90,183.20,179.05,179.55,179.55,179.15,186,7707,1395338.00,
500294,NCC         ,A ,Q,95.00,96.00,91.35,94.40,94.40,94.20,4182,807315,75563490.00,
500295,VEDL        ,A ,Q,163.90,164.25,159.45,160.80,160.80,163.15,2441,407376,65526969.00,
500296,NAHAR SPG.  ,B ,Q,82.40,83.50,81.50,83.00,83.00,80.60,41,2835,234407.00,
500298,NAT.PEROXIDE,B ,Q,2555.00,2662.00,2255.00,2334.90,2334.90,2520.85,2823,19635,47552571.00,
500300,GRASIM IND. ,A ,Q,821.00,832.00,815.00,829.90,830.00,822.75,874,21440,17700303.00,
500302,PEL         ,A ,Q,2046.00,2149.30,2040.00,2133.40,2131.00,2045.75,2876,54250,113612976.00,
500304,NIIT LTD.   ,B ,Q,104.80,107.15,100.15,100.35,100.35,103.00,410,26867,2725470.00,
500306,JAYKAY      ,X ,Q,4.99,4.99,4.56,4.60,4.60,4.60,13,2118,9900.00,
500307,NIRLON      ,B ,Q,200.05,202.70,200.00,200.00,200.00,200.00,30,4373,875061.00,
500312,ONGC CORPN  ,A ,Q,166.10,168.35,162.30,167.15,167.50,165.90,1082,194588,32156643.00,
500313,OIL COUNTRY ,B ,Q,12.75,12.75,11.61,11.81,11.81,11.80,69,4316,51368.00,
500314,ORIENT HOTEL,B ,Q,41.00,41.60,41.00,41.00,41.00,42.25,34,8421,345474.00,
500315,ORINTAL BANK,A ,Q,89.55,91.20,88.50,89.80,89.80,89.40,739,188109,16894382.00,
500317,OSWAL AGRO. ,B ,Q,7.40,7.40,6.95,7.11,7.23,7.17,28,3740,26288.00,
500319,INDIAN SUCRO,X ,Q,15.30,15.30,15.30,15.30,15.30,15.85,1,200,3060.00,
500325,RELIANCE    ,A ,Q,1268.00,1276.90,1255.00,1265.70,1265.70,1264.05,17074,538457,682013607.00,
500327,PILITA      ,B ,Q,7.65,7.75,7.46,7.66,7.47,7.85,76,70829,536942.00,
500329,PENTAMED.G  ,XT,Q,0.37,0.39,0.37,0.38,0.39,0.38,15,7731,2867.00,
500330,RAYMOND     ,A ,Q,783.95,801.35,783.95,797.80,797.80,786.65,399,14403,11435673.00,
500331,PIDILITE    ,A ,Q,1156.00,1173.90,1150.00,1163.10,1163.10,1154.90,983,26858,31281179.00,
500333,PIX TRANS   ,X ,Q,173.90,175.00,170.00,170.30,170.00,172.05,62,12038,2087026.00,
500335,BIRLA CORPN.,A ,Q,558.00,558.00,540.05,547.35,548.90,559.55,376,3672,2015877.00,
500336,SURYA ROSHNI,B ,Q,219.30,223.80,216.60,220.85,221.00,218.20,310,10597,2322704.00,
500337,PRIME SECUR.,B ,Q,39.35,41.95,39.30,41.55,41.85,40.50,168,142545,5921245.00,
500338,PRSMJOHNSN  ,A ,Q,86.90,88.50,85.00,86.80,86.80,86.75,286,17008,1473604.00,
500339,RAIN        ,A ,Q,98.90,101.30,97.00,99.40,99.40,96.65,2919,190607,18926849.00,
500346,PUN.COMMUNI.,B ,Q,15.00,16.00,15.00,15.15,15.00,16.05,24,1470,22427.00,
500350,RSWM  LTD   ,B ,Q,148.80,151.50,146.00,148.65,148.65,149.85,81,1771,264195.00,
500354,RAJSH.SUGAR ,B ,Q,22.00,22.00,21.00,21.30,21.30,21.45,46,9056,193768.00,
500355,RALLIS INDIA,A ,Q,141.00,142.80,139.95,142.05,142.65,140.35,147,3894,553722.00,
500356,RAMANEWS    ,B ,Q,20.55,21.15,20.50,21.10,21.10,21.00,27,3184,66194.00,
500357,RAMA PAPER  ,X ,Q,14.85,15.90,14.85,15.90,15.90,15.60,16,2647,41008.00,
500360,RAPICUT CARB,X ,Q,45.00,45.00,45.00,45.00,45.00,45.10,4,50,2250.00,
500365,RMGALLOY    ,X ,Q,13.25,13.75,13.00,13.45,13.35,13.55,94,8480,112511.00,
500366,ROLTA (I)   ,T ,Q,7.44,7.46,7.44,7.46,7.46,7.11,222,173163,1291140.00,
500367,RUBFILA INT.,X ,Q,38.60,38.85,36.20,37.40,38.50,38.25,158,29298,1102161.00,
500368,RUCHI SOYA  ,T ,Q,6.40,6.40,6.07,6.09,6.07,6.38,473,421132,2580955.00,
500370,SALORA INT. ,X ,Q,13.59,13.59,13.59,13.59,13.59,14.30,4,2152,29245.00,
500378,JINDAL SAW  ,A ,Q,74.40,75.85,73.60,75.25,75.25,74.30,645,73033,5438158.00,
500380,JK LAKSHMI  ,A ,Q,339.90,344.15,337.40,339.90,338.85,340.60,107,2010,683365.00,
500387,SHREE CEMENT,A ,Q,19083.20,19727.65,18741.35,19332.10,19555.00,19412.85,308,647,12482861.00,
500390,REL INFRA   ,A ,Q,108.50,113.40,105.30,107.85,107.85,106.20,6603,1247530,135397705.00,
500400,TATA POWER  ,A ,Q,61.25,61.80,61.00,61.45,61.35,61.20,1048,324881,19957379.00,
500402,SPMLINFRA   ,B ,Q,26.95,26.95,26.10,26.95,26.95,25.60,8,292,7711.00,
500403,SUNDARAM FAS,A ,Q,524.90,524.90,520.00,520.55,520.05,520.20,180,1659,864487.00,
500404,SUNFLAG IRON,B ,Q,39.90,40.25,39.40,40.00,40.25,39.80,79,6537,260694.00,
500405,SUPREME PET ,B ,Q,202.90,205.00,200.00,200.75,200.20,200.60,233,17346,3479555.00,
500407,SWARAJ ENGIN,B ,Q,1324.00,1333.50,1315.00,1324.50,1333.00,1304.10,28,185,244019.00,
500408,TATA ELXSI  ,A ,Q,852.00,869.75,849.95,863.60,863.60,851.45,951,31671,27350997.00,
500410,ACC LTD     ,A ,Q,1588.00,1614.20,1571.15,1606.15,1601.35,1585.65,740,18401,29337219.00,
500411,THERMAX     ,A ,Q,965.40,965.40,943.00,949.00,944.45,959.40,168,444,422893.00,
500412,THIRUMALAI  ,B ,Q,74.95,76.50,74.95,76.05,76.05,74.35,351,28300,2138594.00,
500413,THOMAS COOK ,A ,Q,236.00,248.00,235.50,245.85,247.95,237.70,224,7695,1868048.00,
500414,TIMEX GROUP ,X ,Q,44.25,47.00,44.25,46.70,46.70,44.20,110,48762,2220983.00,
500418,TOKYO PLAST ,B ,Q,48.40,48.40,48.40,48.40,48.40,49.00,1,1,48.00,
500420,TORRENT PHAR,A ,Q,1667.10,1675.80,1637.15,1646.95,1646.95,1662.15,502,5034,8324838.00,
500422,TRANSCHEM   ,X ,Q,20.00,23.00,20.00,20.05,20.05,21.30,37,15620,327322.00,
500425,AMBUJA CEME ,A ,Q,213.25,219.80,213.20,218.90,218.60,215.30,777,133501,28853321.00,
500426,UTLINDS     ,X ,Q,21.10,21.10,19.15,20.10,20.10,20.15,35,4154,83003.00,
500429,UNIPHOS ENT.,B ,Q,101.80,102.85,99.00,99.00,99.00,99.75,10,1195,121024.00,
500439,VARD HOLDNG ,B ,Q,2071.00,2071.00,2070.00,2070.30,2070.00,2065.00,6,33,68320.00,
500440,HINDALCO    ,A ,Q,192.00,193.75,187.25,191.90,191.90,194.65,2979,435632,82770328.00,
500444,WEST COAS PA,B ,Q,219.85,222.45,217.90,219.80,219.80,219.35,142,3100,679905.00,
500449,HIND.ORG.CHM,B ,Q,19.35,19.85,19.20,19.70,19.85,19.35,117,13889,270834.00,
500450,MPIL CORP L ,XT,Q,152.40,152.40,152.40,152.40,152.40,149.50,1,7,1066.00,
500456,PAS.ACRYLON ,X ,Q,17.75,18.75,17.50,18.15,17.80,17.70,82,10299,186641.00,
500459,PROCTER &GAM,A ,Q,10510.00,10567.15,10397.00,10494.70,10567.00,10558.60,93,183,1913649.00,
500460,MUKAND LTD. ,B ,Q,46.60,47.45,46.20,46.85,46.85,46.25,15,303,14193.00,
500463,AGCNET      ,B ,Q,99.50,99.50,99.25,99.50,99.25,96.00,5,111,11044.00,
500464,UCAL FUEL   ,B ,Q,157.00,158.50,152.10,156.00,155.50,156.10,35,634,98367.00,
500467,HARR.MALAYAL,B ,Q,65.10,66.00,64.00,64.60,64.25,65.10,87,2500,161619.00,
500469,FEDERAL BANK,A ,Q,98.10,99.65,96.25,98.45,98.45,97.85,1981,671674,65721951.00,
500470,TATA STEEL  ,A ,Q,465.90,471.45,461.00,469.55,469.55,469.25,4952,344685,160856010.00,
500472,SKF INDIA   ,A ,Q,1804.00,1842.15,1804.00,1829.10,1821.00,1804.65,54,170,309845.00,
500477,ASHOK LEYL. ,A ,Q,83.70,84.80,82.70,84.30,84.30,82.80,2826,961841,80453955.00,
500480,CUMMINS (I) ,A ,Q,696.75,716.00,695.20,711.70,711.70,697.25,907,24562,17315838.00,
500483,TATA COMM   ,A ,Q,538.65,557.10,538.65,552.70,549.80,540.10,302,8550,4705109.00,
500488,ABBOTT (I)  ,A ,Q,7221.00,7416.20,7207.00,7392.30,7415.00,7188.80,110,248,1805388.00,
500490,BAJ HOLD INV,A ,Q,3165.00,3300.00,3165.00,3274.45,3263.00,3173.40,804,2861,9322691.00,
500493,BHARAT FORGE,A ,Q,448.00,456.45,447.95,454.80,456.00,447.90,554,26196,11867799.00,
500495,ESCORTS LTD.,A ,Q,566.80,568.70,549.30,558.95,558.95,562.60,2713,141565,78940919.00,
500500,HIND.MOTORS ,T ,Q,6.80,7.15,6.74,6.97,6.74,7.09,94,36619,249019.00,
500510,LARSEN & TOU,A ,Q,1338.00,1371.00,1333.20,1361.90,1361.90,1336.90,6953,148206,201039906.00,
500520,MAH & MAH   ,A ,Q,609.00,623.00,607.75,621.25,621.25,606.80,4351,371083,229818568.00,
500530,BOSCH LTD   ,A ,Q,17050.00,17329.95,17050.00,17237.85,17237.85,16984.95,190,437,7528625.00,
500540,PREMIER LTD ,T ,Q,4.49,4.49,4.49,4.49,4.49,4.72,1,1,4.00,
500547,BHARAT PET. ,A ,Q,373.10,378.60,366.80,375.85,375.85,374.50,2655,251563,93641156.00,
500550,SIEMENS LTD.,A ,Q,1129.95,1137.00,1111.00,1126.05,1126.05,1129.50,852,15224,17097888.00,
500570,TATA MOTORS ,A ,Q,175.25,177.65,170.20,176.70,176.70,175.50,7741,1197191,208580789.00,
500575,VOLTAS LTD  ,A ,Q,557.50,577.95,556.95,574.65,574.65,557.40,1000,52254,29822709.00,
500620,GREAT EASTE ,A ,Q,241.00,245.95,240.80,242.85,243.50,243.95,190,4061,983883.00,
500645,DEEPAK FERT.,A ,Q,122.05,129.35,122.05,127.95,127.95,122.20,491,22378,2836007.00,
500650,EXCEL INDUST,B ,Q,1033.45,1084.55,1026.30,1064.70,1068.00,1016.50,188,1848,1949116.00,
500655,GARWARE POLY,X ,Q,202.65,217.95,202.65,204.25,203.00,203.55,53,2290,472051.00,
500660,GLAXOSMITH  ,A ,Q,1277.05,1277.05,1269.00,1271.65,1269.00,1279.65,81,563,716769.00,
500670,GUJ.NARMADA ,A ,Q,281.75,286.45,278.25,282.20,282.20,281.25,1750,38819,10957860.00,
500672,NOVARTIS    ,B ,Q,673.00,691.00,671.25,677.80,677.80,671.15,564,8353,5697919.00,
500674,SANOFI      ,A ,Q,5390.25,5420.00,5372.40,5386.05,5386.05,5406.10,59,99,534528.00,
500676,GLAXOSMITHKL,A ,Q,7100.00,7339.90,7099.35,7312.60,7339.90,7077.35,217,482,3492582.00,
500680,PFIZER LTD. ,A ,Q,2981.00,3021.00,2963.70,3003.70,3003.70,2980.95,101,271,808811.00,
500690,GUJ.ST.FERT ,A ,Q,94.25,96.35,93.40,95.70,95.70,94.50,844,136290,12988574.00,
