SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
531644,TOKYO FINANC,X ,Q,7.50,7.50,7.50,7.50,7.50,7.50,5,16000,120000.00,
531661,HITTCO TOOLS,XT,Q,7.82,7.82,7.82,7.82,7.82,7.67,5,700,5474.00,
531667,RRMETAL     ,X ,Q,22.45,22.45,20.35,20.35,20.35,21.40,6,2002,42419.00,
531682,CAT TECHN.  ,XT,Q,0.71,0.71,0.71,0.71,0.71,0.73,2,400,284.00,
531687,KARUTURI GLO,T ,Q,0.98,1.06,0.98,1.05,1.06,1.01,48,163116,169806.00,
531688,PRITHVIEXCH ,X ,Q,30.75,30.75,28.85,28.85,28.85,29.30,15,1573,48350.00,
531692,KHYATI MULTI,XT,Q,0.57,0.57,0.57,0.57,0.57,0.56,4,25000,14250.00,
531717,VIDHIING    ,B ,Q,70.90,71.80,70.85,71.30,71.80,70.85,66,3879,276241.00,
531719,BHAGIRA.CHEM,X ,Q,498.80,498.80,485.00,485.00,485.00,496.75,4,301,145998.00,
531723,STAMPEDE CAP,T ,Q,1.24,1.24,1.16,1.24,1.24,1.19,17,33117,40578.00,
531727,MENON PISTON,X ,Q,19.15,19.20,18.50,19.05,19.15,18.45,47,13240,252804.00,
531737,GREENCREST  ,X ,Q,1.24,1.26,1.22,1.25,1.25,1.24,46,16949,20969.00,
531739,GENNEX LAB  ,X ,Q,3.25,3.27,3.16,3.27,3.27,3.12,141,892506,2912270.00,
531746,PRAJAY ENGS.,B ,Q,8.10,8.10,8.10,8.10,8.10,7.98,1,25,202.00,
531761,APOLLOPIPES ,X ,Q,388.35,389.90,381.00,381.70,381.00,387.65,24,1526,584197.00,
531769,PFL INFOTECH,X ,Q,8.40,8.40,8.40,8.40,8.40,8.00,1,10,84.00,
531775,CISTRO TELE.,XT,Q,0.21,0.21,0.21,0.21,0.21,0.21,1,15,3.00,
531795,ATUL AUTO   ,B ,Q,292.25,301.40,290.00,293.40,299.90,291.10,291,1446,428222.00,
531802,PRERNA INFR ,X ,Q,19.00,19.00,17.20,18.90,19.00,18.10,35,20037,377480.00,
531814,TIRUPATI SAR,X ,Q,13.80,13.80,12.80,13.59,13.69,13.29,63,14970,200935.00,
531822,RODIUM      ,X ,Q,122.50,122.90,98.50,117.00,113.00,122.20,52,4809,563977.00,
531831,UNISYS SOFT.,X ,Q,7.72,7.72,7.72,7.72,7.72,7.87,1,3,23.00,
531834,NATURA HUE C,X ,Q,2.60,2.60,2.60,2.60,2.60,2.73,2,1000,2600.00,
531842,LAHOTI OVER.,X ,Q,19.35,21.20,19.35,20.10,20.10,19.35,50,35881,713382.00,
531845,ZENITH BIRLA,T ,Q,0.55,0.55,0.55,0.55,0.55,0.55,5,2750,1512.00,
531847,ASIAN STAR  ,B ,Q,779.00,779.00,779.00,779.00,779.00,745.00,1,50,38950.00,
531859,ORIENTAL VEN,X ,Q,50.80,50.85,50.75,50.75,50.75,50.85,6,2171,110294.00,
531861,JOINDRE CAPI,X ,Q,16.10,16.10,15.35,15.45,15.45,16.50,30,5130,79565.00,
531862,BHARATAGRI  ,X ,Q,106.05,114.95,104.00,110.45,112.00,110.25,29,3007,331552.00,
531867,UNITECH INTE,X ,Q,6.05,6.39,6.05,6.39,6.39,6.03,3,601,3687.00,
531869,SACHETA MET.,X ,Q,16.00,16.50,15.75,16.15,16.15,16.00,63,7857,125623.00,
531878,ANJANI FINL ,X ,Q,2.83,2.83,2.83,2.83,2.83,2.70,2,10200,28866.00,
531879,PIONEER DIS.,B ,Q,115.10,128.95,114.25,116.70,116.00,123.45,32,1151,137336.00,
531882,KWALITYLTD  ,B ,Q,5.60,5.95,5.44,5.78,5.60,5.56,383,169844,966884.00,
531888,REXNORD ELE.,X ,Q,30.05,33.00,30.00,32.10,33.00,32.20,7,215,6661.00,
531892,KHANDWALA SE,B ,Q,13.70,14.00,13.61,14.00,14.00,14.32,4,151,2055.00,
531900,CCL INTER   ,X ,Q,10.55,10.55,10.55,10.55,10.55,10.55,1,100,1055.00,
531909,SWAGRUHA    ,XT,Q,5.16,5.18,5.16,5.18,5.18,5.30,9,300,1551.00,
531911,GALAXY AGRIC,XT,Q,18.30,18.30,18.30,18.30,18.30,19.25,1,100,1830.00,
531921,AGAR IND COR,B ,Q,149.70,157.95,146.00,156.35,157.95,147.55,34,1202,183573.00,
531923,DHAMPURE SGR,X ,Q,16.00,16.00,16.00,16.00,16.00,16.45,2,500,8000.00,
531925,SHANTANU SHE,XT,Q,1.35,1.35,1.25,1.35,1.35,1.29,19,14761,18887.00,
531950,VERTEX SEC. ,X ,Q,1.50,1.69,1.50,1.64,1.64,1.69,9,1517,2344.00,
531952,RIBA TEXTILS,X ,Q,90.00,92.00,89.10,89.60,89.60,88.55,42,11795,1060362.00,
531972,TRIDENTTOOL ,XT,Q,12.40,12.40,12.40,12.40,12.40,13.00,1,100,1240.00,
531977,CHARTERLOGIS,XT,Q,5.00,5.39,4.90,5.34,5.34,5.15,24,9122,45557.00,
531978,AMBIKA COTTO,B ,Q,1130.75,1130.75,1087.05,1093.55,1093.55,1119.95,53,153,167614.00,
531979,HIND ALUMIN ,X ,Q,69.00,69.00,65.00,68.90,68.95,67.00,13,562,38538.00,
532005,SAM INDUS.  ,X ,Q,9.00,9.00,9.00,9.00,9.00,9.00,3,363,3267.00,
532015,GRAVITY (I) ,X ,Q,2.00,2.00,1.90,1.90,1.90,2.00,4,1000,1910.00,
532022,FILAT FASH  ,XT,Q,2.88,2.88,2.80,2.80,2.80,2.83,7,4100,11648.00,
532033,JAIN STUDIOS,Z ,Q,2.95,2.95,2.71,2.77,2.71,2.81,3,25,70.00,
532035,UNISTAR MULT,X ,Q,2.84,2.84,2.84,2.84,2.84,2.71,1,50,142.00,
532039,ZENOTECH    ,X ,Q,19.50,20.00,19.00,19.00,19.00,20.00,27,8835,168215.00,
532051,SWELECT     ,B ,Q,215.00,219.95,213.60,217.10,217.60,228.35,13,124,26971.00,
532053,WALLFORT FIN,X ,Q,26.90,26.90,26.50,26.70,26.50,26.90,2,4,106.00,
532054,KDDL LTD    ,B ,Q,439.50,439.50,439.50,439.50,439.50,426.05,2,4,1758.00,
532067,KILPEST (I) ,X ,Q,81.85,83.70,75.20,78.50,79.00,80.70,127,12104,963343.00,
532070,SUPERB PAPER,X ,Q,19.00,19.00,19.00,19.00,19.00,19.00,20,1000,19000.00,
532081,KSERASERA   ,B ,Q,0.19,0.19,0.19,0.19,0.19,0.19,5,611,116.00,
532090,VANDANA     ,XT,Q,0.21,0.21,0.21,0.21,0.21,0.21,1,1,0.00,
532097,MUKAND ENGG.,B ,Q,15.85,15.85,15.85,15.85,15.85,16.95,5,750,11887.00,
532113,BRIJLAXMI LE,X ,Q,1.81,1.81,1.81,1.81,1.81,1.84,1,1,1.00,
532114,AREALTY     ,X ,Q,1.13,1.13,1.13,1.13,1.13,1.09,1,500,565.00,
532123,BSE  INFRA  ,B ,Q,1.78,1.78,1.71,1.71,1.71,1.73,9,7571,12947.00,
532129,HEXAWARE TEC,A ,Q,352.80,358.85,351.90,353.95,353.95,351.75,879,58313,20753368.00,
532134,BANKBARODA  ,A ,Q,109.80,112.65,107.75,112.05,112.05,109.60,2926,765675,84589540.00,
532141,ANDHRA CEMEN,T ,Q,4.16,4.19,4.05,4.16,4.16,4.00,21,12188,50430.00,
532143,SKM EGG PROD,B ,Q,45.15,46.00,44.20,45.30,45.25,43.80,17,570,25805.00,
532144,WELCORP     ,A ,Q,130.15,131.85,126.40,130.75,131.65,128.25,458,32250,4166490.00,
532145,H.S.(I) LTD.,X ,Q,8.31,8.31,8.31,8.31,8.31,8.74,2,250,2077.00,
532149,BNK OF INDIA,A ,Q,81.60,82.35,79.65,81.65,81.65,81.65,3268,1318455,106815633.00,
532150,INDRAPRAST  ,B ,Q,37.15,37.70,37.05,37.35,37.35,37.30,60,1982,74120.00,
532155,GAIL (I) LTD,A ,Q,329.70,335.00,329.70,332.95,332.95,329.80,438,32737,10897288.00,
532156,VAIBHAVGBL  ,B ,Q,674.00,680.00,671.50,672.95,679.10,672.90,26,4095,2755362.00,
532159,TRESCON     ,X ,Q,86.00,86.00,84.50,85.50,86.00,85.00,10,1251,107109.00,
532162,JK PAPER    ,B ,Q,125.80,128.00,122.75,123.40,123.40,125.50,1080,88709,11037632.00,
532163,SAREGAMA (I),B ,Q,533.40,533.40,505.05,518.05,518.00,533.20,85,762,396493.00,
532164,MINOLTA FIN.,Z ,Q,1.18,1.18,1.18,1.18,1.18,1.18,3,88,103.00,
532173,CYBERTECH   ,B ,Q,44.00,44.80,43.10,44.75,44.80,44.10,4,510,22751.00,
532174,ICICI BANK  ,A ,Q,381.80,392.10,381.10,390.30,390.30,381.80,15384,1500858,579878480.00,
532175,CYIENT      ,A ,Q,549.80,560.00,540.00,548.10,548.10,548.15,207,2746,1494887.00,
532178,ENGINRS.(I) ,A ,Q,107.85,108.90,107.00,108.20,108.20,106.95,662,75526,8147084.00,
532179,CORPN.BANK  ,A ,Q,25.50,25.80,25.25,25.50,25.55,25.45,98,10405,265999.00,
532180,DHANALAK.BNK,B ,Q,17.60,17.80,17.20,17.55,17.60,17.70,80,22263,390651.00,
532181,GUJ.MINERAL ,A ,Q,73.15,74.00,72.30,73.50,73.50,72.85,137,22579,1653755.00,
532183,GAYATRI SUGR,X ,Q,2.87,2.94,2.73,2.75,2.75,2.87,16,6426,17703.00,
532187,INDUSIND BNK,A ,Q,1369.75,1394.00,1366.00,1373.85,1373.85,1359.20,3200,103138,141845031.00,
532189,INDIA TOURIS,B ,Q,233.65,233.90,231.00,232.20,233.40,234.65,50,1221,283977.00,
532209,J & K BANK  ,A ,Q,56.20,57.75,55.25,56.00,56.00,55.95,2597,425999,24192972.00,
532210,CITY UNION  ,A ,Q,196.60,200.40,196.60,198.60,198.60,196.85,452,22711,4512492.00,
532212,ARCHIES LTD ,B ,Q,21.00,22.00,20.90,21.40,21.50,21.30,37,5864,126251.00,
532215,AXIS BANK   ,A ,Q,734.00,751.50,727.25,748.15,748.15,732.25,3971,297713,220705328.00,
532216,HB STOCKHOL.,B ,Q,7.80,8.15,7.80,8.14,8.14,7.80,3,47,367.00,
532218,SOUTH IND.BK,A ,Q,13.40,13.55,13.20,13.35,13.35,13.40,979,1071787,14276014.00,
532219,ENERGY DEV. ,B ,Q,6.65,7.00,6.50,6.59,6.50,6.50,23,4101,27634.00,
532221,SONATA SOFT.,A ,Q,333.00,334.30,331.65,332.55,333.30,332.50,245,4371,1454521.00,
532234,NAT.ALUM    ,A ,Q,49.00,49.35,48.30,48.85,48.85,48.80,1346,535859,26135480.00,
532240,INDIA NIPPON,B ,Q,387.05,387.05,376.55,380.05,380.00,385.30,27,260,98907.00,
532256,NALWA SONS  ,B ,Q,1039.00,1039.00,1019.60,1025.20,1027.00,1036.15,11,49,50442.00,
532259,APAR INDUS. ,B ,Q,640.00,645.45,640.00,645.35,645.00,639.90,17,189,121720.00,
532268,ACCELYA     ,B ,Q,900.00,908.60,895.00,901.40,903.15,901.00,52,425,384454.00,
532271,CYBERMATE   ,X ,Q,1.61,1.76,1.61,1.76,1.76,1.69,23,9651,16249.00,
532275,LANDMARC LEI,XT,Q,0.46,0.46,0.42,0.42,0.46,0.44,17,23240,10575.00,
532276,SYNDICATE BN,A ,Q,32.40,32.80,31.60,32.15,32.15,32.55,794,479413,15427672.00,
532281,HCL TECHNO  ,A ,Q,1074.10,1077.00,1058.20,1061.60,1061.60,1073.95,856,26774,28572006.00,
532282,CASTEXTECH  ,T ,Q,0.79,0.86,0.79,0.83,0.86,0.83,9,21660,17932.00,
532284,TCFC FINANCE,X ,Q,30.10,30.10,28.10,28.25,28.25,30.10,7,232,6777.00,
532285,GEOJITFSL   ,B ,Q,35.40,36.95,33.70,36.30,36.30,35.15,154,15820,568217.00,
532286,JINDAL STE  ,A ,Q,156.35,158.10,153.60,156.55,156.55,157.95,2348,454663,70707382.00,
532290,BLB LTD.    ,B ,Q,3.87,3.87,3.50,3.50,3.83,3.87,4,3210,11832.00,
532296,GLENMARK PHA,A ,Q,576.50,585.35,570.05,581.25,579.65,578.70,577,18854,10907285.00,
532300,WOCKHARDT   ,A ,Q,365.00,369.00,360.00,364.90,364.90,364.40,1725,119232,43340861.00,
532301,TATA COFFEE ,B ,Q,86.65,89.20,85.70,87.15,87.15,87.90,987,108412,9443756.00,
532305,IND-SWIFT LA,B ,Q,33.05,33.85,32.50,33.10,33.65,33.45,24,901,30096.00,
532307,MELSTAR INFO,T ,Q,1.66,1.66,1.66,1.66,1.66,1.59,3,900,1494.00,
532309,GEPIL       ,B ,Q,907.60,909.80,897.10,898.25,898.15,898.30,44,249,224940.00,
532310,SHREE RAMA  ,B ,Q,5.29,5.29,4.70,5.25,5.25,5.10,6,6752,33697.00,
532313,MAHINDRALIFE,A ,Q,362.90,366.45,357.85,360.05,357.85,365.15,96,1181,426100.00,
532321,CADILA HEALT,A ,Q,257.00,257.00,247.20,249.55,249.55,258.15,4216,329696,82514868.00,
532323,SHIVA CEMENT,X ,Q,13.02,13.44,13.01,13.15,13.23,13.11,132,43520,573931.00,
532324,CINEVISTA   ,T ,Q,6.46,6.46,6.46,6.46,6.46,6.80,2,85,549.00,
532326,INTENS TECH ,B ,Q,38.50,38.50,38.50,38.50,38.50,38.25,1,5,192.00,
532329,DANLAW TECH.,X ,Q,86.05,95.80,81.10,93.45,93.45,89.10,11,346,29620.00,
532330,BIOPAC INDIA,X ,Q,3.10,3.35,3.06,3.06,3.06,3.22,22,5716,17643.00,
532331,AJANTA PHARM,A ,Q,1038.80,1038.80,1015.70,1026.05,1025.00,1035.80,412,10585,10845872.00,
532333,HB PORTFOLIO,X ,Q,21.25,21.80,21.20,21.80,21.80,21.75,6,291,6309.00,
532334,HB ESTATE DE,X ,Q,14.00,14.70,14.00,14.70,14.70,14.00,3,215,3101.00,
532339,COMPUCOM SOF,B ,Q,7.92,7.92,7.92,7.92,7.92,8.05,2,2000,15840.00,
532340,OMNI AX'S SO,XT,Q,1.92,1.92,1.92,1.92,1.92,2.02,1,100,192.00,
532341,IZMO        ,B ,Q,46.50,48.35,46.50,48.20,47.50,47.35,21,651,30916.00,
532342,COMMEX TECH ,XT,Q,0.34,0.34,0.34,0.34,0.34,0.34,5,2676,909.00,
532343,TVS MOTOR L ,A ,Q,464.70,472.00,460.10,469.85,469.85,464.20,938,55132,25779559.00,
532345,GATI LTD.   ,B ,Q,75.05,77.30,74.75,76.95,76.95,74.95,510,60095,4573868.00,
532348,SUBEX LTX   ,B ,Q,6.80,7.14,6.76,6.99,6.99,6.96,164,118741,827709.00,
532349,TRANSPORT CO,B ,Q,288.50,291.85,285.15,289.00,291.85,288.80,71,1763,506036.00,
532350,PADMALAYA TE,XT,Q,2.00,2.00,2.00,2.00,2.00,2.00,1,1,2.00,
532351,AKSH OPTIFIB,B ,Q,13.80,14.05,12.60,12.75,12.75,14.00,457,154587,2033347.00,
532354,VIRGOGLOB   ,X ,Q,1.69,1.69,1.69,1.69,1.69,1.72,3,300,507.00,
532356,TRIVENI ENGG,B ,Q,63.75,64.75,63.30,63.55,63.55,62.25,480,41645,2662165.00,
532357,MUKTA ARTS  ,B ,Q,38.05,41.50,38.05,40.95,40.95,38.80,29,1838,72746.00,
532359,HITKIT GLOB ,X ,Q,0.19,0.19,0.19,0.19,0.19,0.19,1,500,95.00,
532362,NAGPUR POWER,X ,Q,36.70,36.75,35.15,35.15,35.15,35.00,4,1700,61980.00,
532365,DYNACONS SYS,B ,Q,27.25,27.25,27.00,27.00,27.00,28.50,11,3994,108290.00,
532366,PNB GILTS   ,B ,Q,30.50,30.70,30.00,30.20,30.30,30.50,32,4167,126462.00,
532368,BCG         ,T ,Q,5.75,5.75,5.75,5.75,5.75,5.48,103,128455,738616.00,
532369,RAMCO INDS. ,B ,Q,197.30,202.00,192.75,199.15,197.45,194.75,242,4596,902925.00,
532370,RAMCO  SYSTM,B ,Q,200.30,201.05,195.00,197.50,195.00,200.95,70,1111,220831.00,
532371,TATA TELESER,B ,Q,2.62,2.75,2.62,2.64,2.63,2.67,81,159922,429584.00,
532372,VIRINCHI    ,X ,Q,72.25,73.25,71.00,72.55,73.25,73.45,96,17278,1244433.00,
532373,WEPSOLN     ,X ,Q,17.20,17.85,16.60,17.75,17.75,17.90,31,2594,44243.00,
532374,STER TECH   ,A ,Q,166.90,169.80,165.95,166.70,166.70,167.45,2323,191204,32063884.00,
532375,TIPSINDUSTR ,B ,Q,58.50,59.20,58.50,59.20,59.20,58.00,2,20,1177.00,
532376,MRO-TEK     ,B ,Q,32.00,32.00,32.00,32.00,32.00,31.15,2,27,864.00,
532380,BABA ARTS   ,X ,Q,3.59,3.59,3.59,3.59,3.59,3.46,1,300,1077.00,
532382,BALAJI TELE.,B ,Q,71.00,71.00,69.10,70.05,70.00,71.05,29,2111,147875.00,
532384,TYCHE INDS  ,X ,Q,67.50,67.50,60.10,61.90,61.00,64.00,19,986,61286.00,
532386,CALIFORN.SOF,B ,Q,17.90,17.90,17.90,17.90,17.90,17.05,7,505,9039.00,
532387,PRITISHN COM,B ,Q,15.20,16.50,14.35,16.10,15.85,15.35,38,1533,22926.00,
532388,INDIAN OVER.,A ,Q,12.29,12.29,11.73,11.93,11.93,12.05,262,89752,1071443.00,
532390,TAJ GVK HOTL,B ,Q,182.40,189.65,178.55,183.55,184.70,181.85,116,3339,612600.00,
532391,OPTO CIRCUIT,B ,Q,7.12,7.25,7.10,7.15,7.15,7.12,71,13624,97386.00,
532392,CREATIVE EYE,B ,Q,1.63,1.63,1.63,1.63,1.63,1.71,2,500,815.00,
532395,AXISCADES   ,B ,Q,54.05,54.85,52.65,53.35,53.35,53.90,62,4354,232748.00,
532398,UMESL       ,B ,Q,1.99,1.99,1.81,1.81,1.81,1.90,8,13605,24772.00,
532400,BSOFT       ,A ,Q,83.85,88.00,82.80,87.35,86.80,83.35,475,25781,2223361.00,
532404,SAVEN TECHNO,X ,Q,23.90,23.90,22.20,23.35,22.20,22.90,21,2151,50531.00,
532406,AVANTEL LTD ,X ,Q,273.30,275.00,260.00,263.80,262.00,269.15,64,4814,1271959.00,
532407,MOSCHIP     ,X ,Q,19.35,19.35,18.70,19.00,19.10,19.20,31,24637,468056.00,
532408,MEGASOFT LTD,B ,Q,5.80,6.10,5.80,5.96,6.10,6.00,5,1095,6363.00,
532410,TRANSCORP IN,X ,Q,21.10,22.25,19.55,19.90,19.90,20.40,52,17550,353254.00,
532411,VISESH INFO.,T ,Q,0.19,0.19,0.19,0.19,0.19,0.19,7,370,70.00,
532413,CEREBRA INTE,B ,Q,25.65,28.00,24.90,27.40,26.95,25.85,302,72977,1935104.00,
532418,ANDHRA BANK ,A ,Q,24.00,24.40,23.10,23.35,23.65,24.00,301,70318,1659743.00,
532419,SMARTLINK   ,B ,Q,81.30,81.30,81.25,81.30,81.25,82.70,2,35,2845.00,
532424,GODREJ CONS ,A ,Q,640.00,671.00,638.00,668.10,668.10,636.70,1216,42835,28372628.00,
532430,BF UTILI    ,B ,Q,163.00,166.35,161.10,162.10,162.10,162.20,1789,58605,9594533.00,
532432,UNITD SPR   ,B ,Q,526.05,536.00,519.10,531.05,531.75,523.70,2529,64195,33982408.00,
532439,OLECTRA     ,B ,Q,208.00,212.00,202.15,209.90,209.90,201.65,130,6108,1273210.00,
532440,MPS LTD     ,B ,Q,465.05,465.05,459.95,464.95,465.00,467.05,16,255,118490.00,
532443,CERA SANITAR,A ,Q,2889.00,2925.00,2854.00,2873.95,2860.00,2862.80,56,170,490003.00,
532454,BHARTI ARTL ,A ,Q,324.35,330.60,322.20,328.20,328.20,325.45,1353,169046,55094356.00,
532455,SHALIMAR WIR,X ,Q,12.00,12.53,12.00,12.53,12.53,12.56,5,526,6492.00,
532456,COMPUAGE INF,B ,Q,14.45,14.90,13.70,14.60,14.60,13.40,317,54410,776512.00,
532457,GULSHAN POLY,B ,Q,48.60,48.60,47.20,47.30,47.30,48.20,23,1474,70180.00,
532459,AUNDEFAZE   ,XT,Q,14.05,15.00,14.05,15.00,15.00,14.30,4,700,10371.00,
532460,PONNI SUG(ER,B ,Q,118.35,118.35,117.70,117.70,117.70,109.50,2,2,236.00,
532461,PUNJAB NATIO,A ,Q,80.70,83.10,79.50,82.65,82.65,81.15,4146,1741912,141800188.00,
532466,ORACLE FIN  ,A ,Q,3440.00,3465.40,3421.10,3432.40,3421.10,3443.55,284,2056,7089011.00,
532467,HAZ MUL PRO ,XT,Q,0.74,0.74,0.71,0.74,0.74,0.74,7,30102,21375.00,
532468,KAMAHOLDING ,B ,Q,5201.05,6150.00,5185.00,5699.15,5988.00,5200.00,110,670,3767404.00,
532475,APTECH LTD  ,B ,Q,128.25,131.80,128.25,129.45,129.45,128.25,1437,56904,7385052.00,
532477,UNION BANK L,A ,Q,70.45,71.15,69.25,70.40,70.40,70.40,2201,786563,55199095.00,
532478,UNITED BREWA,A ,Q,1300.00,1364.75,1300.00,1358.80,1358.80,1348.60,1306,32463,43819007.00,
532479,ISMT LTD    ,B ,Q,6.61,6.95,6.61,6.91,6.95,6.88,17,5720,39500.00,
532480,ALLAHABAD BK,A ,Q,41.80,42.90,41.80,42.60,42.60,42.30,371,152572,6456023.00,
532481,NOIDA-TOLL B,B ,Q,4.51,4.70,4.51,4.60,4.60,4.70,9,2745,12700.00,
532482,GRANULES (I),A ,Q,107.00,109.40,104.85,105.75,105.75,107.70,1067,70182,7432316.00,
532483,CANARA BANK ,A ,Q,242.00,247.15,241.20,245.75,246.80,242.80,1262,163044,39843098.00,
532485,BALMER LA.IN,B ,Q,387.60,387.60,373.00,375.45,376.60,382.10,301,12944,4876330.00,
532486,POKARNA LTD ,B ,Q,157.60,162.00,157.60,158.50,157.60,160.70,23,669,106090.00,
532488,DIVI'S LAB. ,A ,Q,1632.35,1652.40,1622.60,1633.30,1633.30,1642.50,1015,17130,28004652.00,
532493,ASTRA MICRO ,B ,Q,82.40,83.25,81.50,83.00,82.75,81.70,218,11156,919390.00,
532497,RADICOKHAIT ,A ,Q,341.20,352.50,335.10,349.40,349.40,341.90,1651,46905,16146060.00,
532498,SHRMCITYUN  ,A ,Q,1419.05,1440.05,1418.40,1434.60,1435.50,1434.75,46,89,127784.00,
532500,MARUTISUZUK ,A ,Q,6501.00,6799.00,6484.00,6707.20,6707.20,6478.45,8852,67159,445429038.00,
532503,RAJAPAMILLS ,X ,Q,791.20,847.00,780.00,789.15,782.00,791.10,42,376,297136.00,
532504,NAVIN FLUORI,A ,Q,664.55,670.00,660.00,668.20,666.00,663.25,128,1007,669403.00,
532505,UCOBANK     ,A ,Q,16.65,16.85,16.55,16.60,16.60,16.75,198,51704,862414.00,
532507,BAG FIL MED ,B ,Q,4.30,4.30,4.15,4.21,4.17,4.17,17,9676,40613.00,
532508,JSL         ,B ,Q,34.80,34.80,33.90,34.30,34.30,35.15,294,26431,907212.00,
532509,SUPRAJIT ENG,B ,Q,200.00,203.15,198.55,201.15,201.05,199.95,58,1471,293765.00,
532511,EXCEL CROP. ,B ,Q,3088.60,3110.90,3078.60,3100.65,3100.65,3083.80,25,44,136089.00,
532513,TVSELE      ,B ,Q,155.45,157.10,153.65,155.65,155.65,153.10,172,7260,1128400.00,
532514,INDRA GAS   ,A ,Q,298.15,307.15,298.15,304.65,304.15,298.05,619,42334,12886055.00,
532515,TV TODAY    ,B ,Q,280.75,284.85,280.75,283.00,282.50,281.55,21,248,70078.00,
532518,FLORENCE    ,X ,Q,1225.00,1259.00,1225.00,1259.00,1259.00,1200.75,26,654,811788.00,
532521,PALRED      ,B ,Q,27.90,28.30,27.90,28.30,28.30,29.15,4,260,7334.00,
532522,PETRONET LNG,A ,Q,224.00,238.85,224.00,237.05,237.05,224.55,3154,257453,60296282.00,
532523,BIOCON LTD. ,A ,Q,527.00,527.00,516.00,520.80,520.80,527.45,2667,145064,75546196.00,
532524,PTC INDIA   ,A ,Q,67.30,67.85,66.90,67.45,67.30,67.10,379,39699,2670826.00,
532525,BANK MAHA   ,B ,Q,14.50,14.50,14.10,14.20,14.20,14.45,307,143644,2055293.00,
532527,RK FORGINGS ,B ,Q,465.00,470.15,453.10,459.35,469.75,467.05,18,83,38068.00,
532528,DATAM GLOB  ,B ,Q,95.65,99.30,95.65,97.45,97.15,97.10,178,12129,1186483.00,
532529,NDTV        ,B ,Q,37.60,39.65,37.50,38.10,38.10,37.60,32,8334,319666.00,
532531,STAR        ,A ,Q,420.30,423.80,411.05,413.50,414.85,416.60,1434,72767,30317095.00,
532532,JAIPRA      ,A ,Q,4.35,4.60,4.32,4.47,4.47,4.37,4360,1020285,4486442.00,
532538,ULTRATECH CM,A ,Q,4519.95,4519.95,4439.00,4491.90,4490.00,4502.80,3116,46780,209541675.00,
532539,MINDA IND   ,A ,Q,317.90,333.00,306.00,328.90,330.00,318.75,747,19857,6356736.00,
532540,TCS LTD.    ,A ,Q,2120.60,2134.95,2088.95,2096.35,2096.35,2109.45,3882,96029,202215130.00,
532541,NIITTECH    ,A ,Q,1264.75,1277.50,1257.10,1260.95,1261.70,1267.15,254,4854,6138133.00,
532543,GULFPETRO   ,B ,Q,62.00,62.00,56.70,58.85,58.90,62.10,302,20629,1220123.00,
532548,CENTURYPLY  ,A ,Q,163.40,165.90,162.05,162.85,162.05,165.15,144,4260,696316.00,
532553,WELENT      ,B ,Q,108.10,109.15,107.20,107.75,107.75,107.00,625,39395,4258262.00,
532555,NTPC LTD    ,A ,Q,125.00,126.80,124.05,125.80,125.80,125.85,1974,188313,23628852.00,
532604,SALSTEEL    ,B ,Q,4.42,4.48,4.30,4.41,4.48,4.46,36,13219,58077.00,
532605,JBM AUTO    ,B ,Q,252.90,252.90,229.00,230.00,229.00,237.20,43,601,143684.00,
532610,DWAR SUGAR  ,B ,Q,26.10,26.75,25.70,26.05,26.00,25.65,235,58530,1531016.00,
532612,INDOCO REM  ,B ,Q,184.35,185.50,184.35,185.00,184.50,185.00,42,684,126604.00,
532613,VIPCLOTHNG  ,B ,Q,14.75,15.45,14.75,15.25,15.30,14.95,63,5926,89481.00,
532614,IMPEX       ,T ,Q,0.50,0.50,0.50,0.50,0.50,0.48,1,100,50.00,
532616,XCHANGING   ,B ,Q,43.40,45.60,43.40,45.60,45.60,44.50,2,2000,89000.00,
532617,JETAIRWAYS  ,A ,Q,129.95,130.30,120.50,124.10,124.10,127.05,6480,1071286,135199704.00,
532621,MORARJETEX  ,B ,Q,17.00,18.40,17.00,18.20,18.40,17.35,7,1005,17091.00,
532622,GATEWAY DIST,A ,Q,135.00,140.00,135.00,139.50,138.55,131.95,197,5243,722692.00,
532624,JINDALPH    ,B ,Q,21.30,21.40,18.80,18.85,18.85,20.50,16,5140,105285.00,
532626,PONDY OXIDES,X ,Q,311.10,315.00,310.05,311.35,311.35,312.75,110,4617,1442346.00,
532627,JPPOWER     ,B ,Q,2.67,2.82,2.58,2.65,2.62,2.71,273,507614,1366617.00,
532628,3I INFOTECH ,B ,Q,3.60,3.60,3.35,3.41,3.41,3.54,63193,360938,1237524.00,
532629,MCNALLYB    ,T ,Q,3.79,3.79,3.52,3.52,3.52,3.70,34,21500,76170.00,
532630,GOKALDAS    ,B ,Q,83.00,83.00,76.00,76.95,76.05,78.85,40,948,73552.00,
532633,ALLSEC TECH ,T ,Q,311.00,312.00,311.00,312.00,312.00,311.10,32,4909,1529783.00,
532636,IIFL        ,A ,Q,442.45,442.75,431.10,438.25,435.00,443.40,259,4259,1861637.00,
532637,MAN DRUGORG ,T ,Q,43.00,44.85,41.00,44.00,44.00,43.00,10,2464,102034.00,
