SC_CODE,SC_NAME,OPEN,HIGH,LOW,CLOSE
<br>935688,729NABARD26 ,1060.00,1060.00,1042.21,1044.24
<br>935690,764NABARD31 ,1112.50,1113.00,1111.50,1111.58
<br>935696,825MFL21    ,950.00,950.00,950.00,950.00
<br>935724,11SFL20     ,890.00,975.00,850.00,972.50
<br>935752,9MMFSL26    ,1081.50,1082.00,1081.50,1082.00
<br>935788,10EHFL26    ,1000.00,1000.00,995.00,995.00
<br>935794,883DHFL19B  ,940.00,940.00,940.00,940.00
<br>935798,888DHFL21B  ,740.00,740.00,710.00,710.00
<br>935802,893DHFL26B  ,705.00,705.00,676.00,676.00
<br>935806,920DHFL19B  ,990.00,990.00,975.00,984.50
<br>935810,925DHFL21B  ,805.10,810.00,795.15,810.00
<br>935832,910DHFL19B  ,970.00,977.00,966.24,969.63
<br>935840,925DHFL23B  ,708.99,709.00,708.99,709.00
<br>935898,10SIFL21    ,889.95,889.95,889.95,889.95
<br>935912,915RHFL27B  ,599.99,600.00,599.99,600.00
<br>935924,912SEFL20B  ,989.00,989.00,989.00,989.00
<br>935932,0SEFL20B    ,1144.00,1146.01,1140.00,1146.01
<br>935940,975SEFL22B  ,875.00,875.05,875.00,875.00
<br>936030,0KFL20D     ,1184.00,1184.00,1184.00,1184.00
<br>936048,805MMFSL32  ,900.02,900.02,900.02,900.02
<br>936066,0SEFL27     ,1100.00,1100.00,1100.00,1100.00
<br>936076,0KFL20E     ,1090.01,1090.01,1090.00,1090.00
<br>936092,0KFL21B     ,1097.00,1097.00,1097.00,1097.00
<br>936110,865SIFL23   ,900.00,900.00,899.80,899.80
<br>936124,875ERFL21   ,965.00,965.00,963.00,963.00
<br>936130,888ERFL28   ,890.00,909.00,861.30,909.00
<br>936144,9MFL23      ,958.00,958.99,953.80,954.00
<br>936182,935SEFL23   ,869.00,869.00,861.00,861.00
<br>936196,865DHFL23   ,725.00,725.00,725.00,725.00
<br>936198,89DHFL21    ,799.99,799.99,760.00,780.31
<br>936206,910DHFL28   ,645.10,645.10,600.00,640.00
<br>936214,9DHFL23     ,731.00,765.00,721.05,765.00
<br>936220,95JMFCSL23  ,1020.00,1025.00,1020.00,1025.00
<br>936222,911JMFCSL23 ,965.50,965.50,965.50,965.50
<br>936224,975JMFCSL28 ,1019.00,1025.00,1019.00,1025.00
<br>936226,934JMFCS28  ,950.11,950.11,950.10,950.10
<br>936230,903STFCL28  ,975.00,975.00,975.00,975.00
<br>936232,91STFCL21   ,1048.00,1048.00,1048.00,1048.00
<br>936236,94STFCL28   ,1022.50,1022.50,1022.50,1022.50
<br>936238,0STFCL21F   ,1042.00,1042.00,1042.00,1042.00
<br>936242,0EFL21      ,1024.00,1025.00,1022.00,1022.00
<br>936244,945EFL21    ,1030.00,1030.00,1030.00,1030.00
<br>936250,965EFL23    ,1005.00,1005.00,1001.00,1002.00
<br>936252,943EFL28    ,947.00,947.00,931.00,932.84
<br>936254,985EFL28    ,970.00,973.99,960.00,965.00
<br>936290,890TCFSL23  ,1058.80,1058.80,1058.80,1058.80
<br>936294,910TCFSL28  ,1065.00,1070.01,1065.00,1067.00
<br>936296,975KFL20A   ,975.00,975.00,960.00,960.00
<br>936316,925AHFL23   ,900.10,900.10,900.00,900.00
<br>936324,912STFCL23  ,980.00,980.00,980.00,980.00
<br>936328,940STFCL21  ,1009.10,1009.10,1009.10,1009.10
<br>936334,STFCL21118  ,1014.00,1014.00,1014.00,1014.00
<br>936356,MFL29NOV18  ,1003.05,1021.03,1003.05,1021.02
<br>936362,985MFL20    ,1016.00,1016.00,1016.00,1016.00
<br>936368,MFL29NOV18A ,1006.00,1006.00,1006.00,1006.00
<br>936372,MFL29NOV18C ,1005.00,1005.00,1005.00,1005.00
<br>936384,1025JFCSL28 ,960.00,962.00,960.00,960.00
<br>936388,1020EFL22   ,1000.00,1000.00,995.00,995.00
<br>936390,EFL4JAN19   ,995.00,995.00,995.00,995.00
<br>936394,1040EFL24   ,990.00,990.00,985.00,985.00
<br>936398,1015EFL29   ,987.00,989.50,982.00,989.50
<br>936404,905MMFSL22  ,1020.00,1020.00,1020.00,1020.00
<br>936412,93MMFSL27   ,1033.00,1033.00,1031.50,1031.50
<br>936418,0SEFL20     ,912.00,950.00,912.00,950.00
<br>936456,94STFCL22   ,995.00,1013.00,990.00,990.00
<br>936472,975IIFL24   ,990.00,990.00,990.00,990.00
<br>936476,10IIFL29    ,981.00,981.00,981.00,981.00
<br>936480,935MFL22    ,958.05,979.87,955.50,956.00
<br>936484,975MFL22A   ,965.25,965.25,965.00,965.00
<br>936486,1015MFL24   ,1000.00,1000.00,1000.00,1000.00
<br>936488,0MFL22      ,951.41,951.41,951.41,951.41
<br>936492,0MFL26      ,950.00,950.00,950.00,950.00
<br>936494,1075ICFL21  ,971.21,971.21,971.21,971.21
<br>936496,0ICFL21A    ,975.00,975.01,975.00,975.00
<br>936500,1090ICFL22  ,901.05,990.00,901.00,975.00
<br>936504,1050ICFL24  ,1000.00,1000.00,998.00,998.00
<br>936508,0ICFL24     ,989.90,989.90,989.90,989.90
<br>936516,0LTFL22A    ,1011.00,1011.00,1011.00,1011.00
<br>936524,889LTFL24   ,1002.00,1002.00,1002.00,1002.00
<br>936532,898LTFL29   ,1014.51,1014.51,1014.51,1014.51
<br>936540,950MFL21A   ,998.00,998.00,992.00,998.00
<br>936562,9LTFL24     ,1010.10,1012.10,1010.10,1012.10
<br>936574,905LTFL27   ,1002.21,1003.50,1002.21,1003.13
<br>936578,87LTFL27    ,1005.00,1006.00,1005.00,1006.00
<br>936580,925MMFL20   ,950.00,950.01,950.00,950.01
<br>936582,0MMFL20A    ,950.00,950.00,950.00,950.00
<br>936600,0SCUF22     ,998.80,998.80,998.80,998.80
<br>936602,975SCUF24   ,996.00,997.00,996.00,997.00
<br>936604,935SCUF24   ,985.00,985.00,980.10,982.99
<br>936606,0SCUF24     ,1003.50,1003.50,1003.50,1003.50
<br>936608,0KFLSRI     ,800.40,800.40,800.40,800.40
<br>936642,975MHIL24   ,988.00,988.00,988.00,988.00
<br>947841,IFCI121211D ,4813.00,4813.00,4813.00,4813.00
<br>950495,843PFC22A   ,8500.00,8500.00,8500.00,8500.00
<br>955457,95YBLPER    ,925000.00,925000.00,925000.00,925000.00
<br>957808,1015UPPCL26 ,980000.00,980000.00,980000.00,980000.00
<br>958180,1032APCRD28 ,204567.00,204591.74,204567.00,204591.74
<br>958409,956SBIPERP  ,1053803.19,1053803.19,1053803.19,1053803.19
<br>958530,RCL9JAN19   ,104000.00,104000.00,104000.00,104000.00
<br>958685,1083CIFCPER ,513349.64,513349.64,513349.64,513349.64
<br>961694,IDFCFBLD1A  ,5000.00,5005.00,5000.00,5005.00
<br>961700,IDFCFBLD1F  ,9050.00,9050.00,9050.00,9050.00
<br>961703,SBIBIVR     ,10970.00,10994.00,10970.00,10970.00
<br>961707,IIFCLBDIS3  ,915.20,915.20,915.20,915.20
<br>961710,IDFCFBLD1H  ,9100.00,9160.00,9100.00,9160.00
<br>961711,PFCBS1      ,4900.00,4900.00,4890.00,4895.00
<br>961712,PFCBS2      ,9270.00,9370.00,9270.00,9370.00
<br>961719,IDFCFBLD1I  ,5021.00,5021.00,5021.00,5021.00
<br>961721,LTINF90122I ,1013.00,1015.00,1009.00,1015.00
<br>961722,LTINF9122II ,1825.00,1835.00,1825.00,1828.55
<br>961727,820NHAI22   ,1096.92,1100.00,1096.92,1097.69
<br>961729,820PFC2022  ,1093.50,1093.50,1093.50,1093.50
<br>961731,8IRFC230222 ,1097.00,1097.00,1095.50,1095.59
<br>961733,HUDCO050322 ,1069.00,1074.00,1069.00,1074.00
<br>961735,87IDFCBFBL  ,4831.06,4831.06,4831.06,4831.06
<br>961736,870IDFCFBL  ,8751.00,8751.00,8751.00,8751.00
<br>961737,870LNT22A   ,971.15,971.81,971.15,971.81
<br>961738,870LNT22B   ,1740.00,1740.00,1736.00,1736.00
<br>961739,890SREI17A  ,911.00,911.00,911.00,911.00
<br>961742,915SREI17B  ,1480.00,1480.00,1480.00,1480.00
<br>961746,843IDFCFBL  ,8432.00,8437.00,8432.00,8437.00
<br>961773,704PFC2028  ,1041.50,1045.00,1041.50,1045.00
<br>961779,871REC28    ,1197.05,1197.05,1195.00,1196.36
<br>961785,876HUDCO28  ,1215.00,1216.00,1212.10,1216.00
<br>961792,892NHPC33   ,1275.00,1275.00,1275.00,1275.00
<br>961802,843PFC23    ,1149.99,1149.99,1149.99,1149.99
<br>961804,892PFC33    ,1302.80,1309.00,1302.80,1309.00
<br>961808,866NTPC23   ,1160.00,1160.00,1160.00,1160.00
<br>961810,891NTPC33   ,1285.00,1285.00,1285.00,1285.00
<br>961814,876HUDCO24  ,1150.00,1151.99,1150.00,1151.99
<br>961816,901HUDCO34  ,1328.99,1328.99,1325.00,1328.99
<br>961822,891IIFCL34  ,1266.00,1266.00,1260.00,1260.00
<br>961841,880IREDA34  ,1250.90,1250.90,1250.90,1250.90
<br>961851,900KPL29    ,1197.00,1197.00,1197.00,1197.00
<br>961853,900KPL34    ,1290.00,1290.00,1285.00,1285.00
<br>961875,888REC29    ,1210.01,1210.01,1210.01,1210.01
<br>961895,880IIFCL29  ,1190.55,1195.00,1190.55,1195.00
<br>961897,880IIFCL34  ,1239.99,1239.99,1239.99,1239.99
<br>961910,762NTPC35F  ,1180.00,1180.00,1180.00,1180.00
<br>972655,IFCI010811B ,20739.00,20739.00,20739.00,20739.00
<br>972657,IFCI010811D ,10800.00,10800.00,10751.00,10751.00
<br>972660,IFCI310111A ,4935.01,4935.01,4935.01,4935.01
<br>972661,IFCI310111B ,9201.60,9202.09,9201.60,9202.08
<br>972663,IFCI310111D ,9200.00,9230.00,9200.00,9230.00
<br>972704,IFCI121211A ,8800.01,8810.01,8800.01,8810.01
<br>972713,IFCI150212A ,9110.00,9111.00,9070.00,9080.00
<br>972714,IFCI150212B ,4850.00,4854.00,4850.00,4854.00
<br>972715,IFCI150212C ,9000.01,9010.00,9000.01,9010.00
<br>972719,IFCI310312A ,8145.00,8145.00,8145.00,8145.00
<br>972885,893PTCIF22A ,8890.11,8890.11,8890.11,8890.11
<br>
