SC_CODE,SC_NAME,OPEN,HIGH,LOW,CLOSE
<br>500002,ABB LTD.    ,1376.05,1405.00,1375.00,1392.05
<br>500003,AEGIS LOGIS ,200.00,202.40,200.00,200.30
<br>500008,AMAR RAJA BA,630.80,634.90,625.80,629.60
<br>500009,A.SARABHAI  ,12.69,13.45,12.69,13.08
<br>500010,HDFC        ,1959.95,1999.90,1940.00,1993.75
<br>500012,ANDHRA PETRO,50.90,52.50,49.70,51.80
<br>500013,ANSAL INFRAS,8.25,8.50,8.17,8.23
<br>500014,APPLE FINANC,1.31,1.37,1.31,1.37
<br>500016,ARUNAHTEL   ,7.50,7.50,7.13,7.13
<br>500020,BOM DYEING  ,110.00,113.35,109.00,109.80
<br>500024,ASSAMCO     ,1.92,1.92,1.85,1.86
<br>500027,ATUL LTD.   ,3826.00,3860.00,3740.00,3786.55
<br>500028,ATV PROJECTS,5.20,5.20,4.75,4.75
<br>500029,AUTOLITE(I) ,30.60,31.95,30.60,30.75
<br>500031,BAJAJ ELECT.,533.00,535.15,528.10,529.05
<br>500032,BAJAJHIND   ,7.75,7.94,7.66,7.74
<br>500033,FORCE MOTR  ,1441.00,1465.00,1441.00,1452.25
<br>500034,BAJFINANCE  ,3144.00,3314.95,3125.00,3301.20
<br>500038,BALRAM.CHINI,143.20,144.95,142.30,143.10
<br>500039,BANCO PROD. ,140.35,140.35,135.25,137.25
<br>500040,CENTURY TEXT,919.20,919.20,904.50,912.20
<br>500041,BANNARI AMAN,1350.00,1386.50,1296.05,1325.15
<br>500042,BASF INDIA  ,1237.00,1252.10,1217.90,1241.75
<br>500043,BATA INDIA  ,1348.90,1377.95,1333.35,1369.45
<br>500048,BEML LTD    ,843.40,850.05,826.55,838.05
<br>500049,BHARAT ELECT,89.80,92.00,88.70,91.70
<br>500052,BHANSALI ENG,80.00,80.00,72.25,74.70
<br>500055,TATASTLBSL  ,29.30,29.65,29.10,29.55
<br>500058,BIHAR SPONGE,0.79,0.79,0.79,0.79
<br>500059,BINANI IND. ,25.85,26.75,25.30,26.00
<br>500060,BIRLACABLE  ,112.70,130.60,112.70,123.00
<br>500067,BLUE STAR   ,725.00,735.25,717.20,722.85
<br>500068,DISA INDIA  ,5740.00,5740.00,5601.05,5601.05
<br>500074,BPL LTD.    ,21.15,21.25,20.35,20.80
<br>500078,OAL         ,208.05,218.35,205.05,206.30
<br>500083,CENTURY EXT ,5.10,5.10,4.92,4.96
<br>500084,CESC LTD.   ,675.45,680.00,648.05,661.30
<br>500085,CHAMBAL FERT,141.85,163.75,141.00,161.25
<br>500086,EXIDE IND.  ,207.00,207.60,204.00,207.00
<br>500087,CIPLA LTD.  ,549.15,551.90,540.75,543.95
<br>500089,DIC INDIA   ,315.05,320.10,315.05,320.10
<br>500092,CRISIL LTD  ,1370.05,1400.00,1340.95,1389.65
<br>500093,CGPOWER     ,35.95,36.45,35.00,35.60
<br>500096,DABUR (I)   ,363.90,376.90,361.10,370.25
<br>500097,DALMIASUG   ,108.00,113.60,108.00,112.55
<br>500101,ARVIND Ltd  ,72.10,75.70,71.30,74.05
<br>500102,BALARPUR IND,1.97,2.04,1.95,2.04
<br>500103,BHEL        ,62.90,62.90,61.20,62.05
<br>500104,HIND.PETRO  ,278.60,279.10,271.90,274.95
<br>500106,IFCI LTD    ,9.39,9.39,8.95,8.99
<br>500108,MAHA.TELE   ,8.68,8.95,8.45,8.50
<br>500109,MRPL        ,63.00,64.55,62.25,62.45
<br>500110,CHENNAI PET.,210.00,214.50,205.80,213.40
<br>500111,REL.CAP.    ,120.25,121.75,113.60,114.95
<br>500112,STATE BANK  ,315.05,321.60,313.30,318.95
<br>500113,STEEL AUTH. ,47.80,48.20,47.05,47.65
<br>500114,TITAN       ,1187.75,1198.60,1181.15,1190.25
<br>500116,IDBI BANK L ,34.45,35.00,33.75,34.40
<br>500117,DCW LTD.    ,16.65,17.45,16.40,17.25
<br>500119,DHAMPUR SUGA,203.40,206.90,199.65,200.80
<br>500120,DIAMINES&CHM,122.80,123.15,112.60,122.30
<br>500123,ELANTAS     ,2239.80,2250.00,2190.00,2208.70
<br>500124,DR.REDDY'S  ,2790.00,2811.65,2668.80,2748.10
<br>500125,E.I.D.PAR   ,181.10,181.10,177.20,178.00
<br>500126,MERCK LTD   ,4250.00,4389.00,4236.10,4342.55
<br>500128,ELEC.CASTING,18.25,18.40,17.30,17.40
<br>500132,EMPEE SUGARS,1.26,1.26,1.20,1.20
<br>500133,ESAB INDIA  ,910.00,926.75,892.25,907.25
<br>500135,ESSEL PROP  ,132.00,133.10,132.00,132.25
<br>500136,ESTER INDUS.,34.00,34.65,32.15,32.40
<br>500141,FERRO ALLOYS,4.40,4.89,4.07,4.23
<br>500144,FINOL. CABLE,439.55,439.55,422.00,427.90
<br>500147,CMI FPE     ,1019.00,1019.00,992.05,1005.65
<br>500148,UFLEX LTD   ,226.25,226.25,220.55,221.15
<br>500151,GOLDEN TOB  ,36.00,38.85,35.55,35.55
<br>500153,GANESH BENZO,43.70,43.90,41.35,42.45
<br>500155,GARDEN SILK ,15.55,17.00,15.55,16.70
<br>500159,METROGLOBL  ,54.40,55.00,52.35,52.55
<br>500160,GTL LTD.    ,3.98,3.98,3.80,3.93
<br>500163,GODFREY PH  ,1013.65,1037.90,1003.40,1018.85
<br>500164,GODREJ IND  ,443.00,453.40,442.35,449.70
<br>500165,KANSAI NERO ,409.00,412.90,394.40,410.50
<br>500166,GOODRICKE   ,186.50,191.95,186.50,188.30
<br>500168,GOODYEAR (I),896.20,924.90,896.20,918.45
<br>500170,GTN INDUS   ,10.35,10.35,10.25,10.25
<br>500171,GHCL LTD    ,236.00,239.70,236.00,236.90
<br>500173,GUJ.FLOURO  ,972.00,972.00,946.45,958.70
<br>500179,HCL INFOSYS ,13.70,13.80,13.40,13.60
<br>500180,HDFC BANK   ,2317.90,2369.00,2311.45,2361.65
<br>500182,HEROMOTOCO  ,2525.55,2640.50,2520.85,2623.50
<br>500183,HIMACHAL FUT,20.50,20.50,20.05,20.30
<br>500184,HSCL        ,102.55,105.00,100.25,100.60
<br>500185,HIND.CONSTN.,12.40,12.46,11.70,11.78
<br>500186,HIND.OIL EXP,125.00,126.55,123.00,123.45
<br>500187,HSIL        ,255.75,260.25,255.00,258.65
<br>500188,HINDUS.ZI   ,254.00,255.20,252.00,253.20
<br>500189,HINDUJA VENT,384.00,384.00,381.00,382.00
<br>500191,HMT LTD.    ,16.10,17.55,16.05,17.30
<br>500193,HOTEL LEELA.,8.46,8.74,8.44,8.62
<br>500199,I.G.PETRO   ,250.00,252.00,243.45,247.25
<br>500201,IND.GLYCOLS ,232.30,241.00,232.30,239.30
<br>500207,INDO RAMA   ,35.65,35.85,35.65,35.65
<br>500209,INFOSYS LTD ,733.30,735.70,721.00,723.80
<br>500210,INGERSOLL   ,580.00,581.00,573.75,579.10
<br>500211,INSILCO LTD.,16.75,17.55,16.70,17.35
<br>500213,INTER.TRAVEL,121.50,121.50,117.15,120.55
<br>500214,ION EXCHANGE,371.55,399.95,371.55,395.20
<br>500215,AGRO TECH FO,531.45,546.00,526.25,542.20
<br>500219,JAIN IRRIG  ,49.40,50.75,48.10,50.40
<br>500220,JASCH INDUST,51.65,55.40,51.65,53.10
<br>500223,JCT LTD     ,1.43,1.45,1.30,1.40
<br>500227,JINDAL POLYF,235.85,235.90,230.15,231.90
<br>500228,JSWSL       ,275.00,277.15,271.55,276.30
<br>500231,UMANG DAIR  ,47.00,47.90,46.10,46.50
<br>500233,KAJARIA CER.,595.00,600.40,590.75,594.55
<br>500234,KAKATIYA CEM,169.50,172.15,166.60,168.80
<br>500235,KALYANI STEL,183.00,191.00,183.00,186.60
<br>500238,WHIRLPOOL   ,1365.00,1417.75,1359.00,1404.95
<br>500239,KG DENIM    ,42.00,45.75,41.00,44.50
<br>500240,KINETIC ENG.,34.70,34.70,31.30,31.65
<br>500241,KIRL.BROS.  ,164.90,164.95,156.50,158.60
<br>500243,KIRL INDUS  ,750.00,790.00,747.00,774.10
<br>500245,KIRL.FERROUS,88.50,89.00,87.65,88.50
<br>500246,ENVAIN ELECT,37.30,37.30,37.30,37.30
<br>500247,KOTAK MAH.BK,1414.00,1469.90,1413.95,1460.70
<br>500249,KSB         ,668.05,684.95,667.00,679.50
<br>500250,L.G.BALKRISH,378.00,398.80,368.00,381.80
<br>500251,TRENT LTD.  ,366.00,375.00,362.00,367.25
<br>500252,LAXMIMACH   ,5560.00,5609.70,5410.00,5465.15
<br>500253,LIC HOUS.FIN,491.95,504.55,486.55,499.50
<br>500254,UTTAMVALUE  ,0.19,0.19,0.19,0.19
<br>500257,LUPIN LTD.  ,778.70,778.70,747.40,752.75
<br>500259,LYKA LABS   ,25.70,26.95,25.65,25.65
<br>500260,RAMCOCEM    ,732.95,749.00,723.25,746.95
<br>500264,MAFATLAL IND,96.40,97.35,91.00,92.00
<br>500265,MAH.SEAMLESS,460.15,465.95,456.00,458.10
<br>500266,MAH.SCOOTER ,3891.95,4042.20,3891.95,3951.65
<br>500267,MAJESTIC AUT,180.00,183.25,177.10,177.65
<br>500268,MANALI PETRO,23.55,23.65,22.85,23.20
<br>500271,MFSL        ,398.30,409.10,395.85,403.85
<br>500279,MIRC ELECT  ,16.45,16.45,15.75,16.05
<br>500280,CENTURY ENKA,225.00,225.50,222.00,225.10
<br>500284,LORDS CHLORO,56.25,60.40,56.25,60.40
<br>500285,SPICEJET LTD,131.80,131.90,124.85,125.90
<br>500288,MOREPEN LAB.,18.85,19.10,18.35,18.65
<br>500290,MRF LTD.    ,53738.05,54639.55,53696.20,54393.65
<br>500292,HEIDEL CEM  ,179.90,183.20,179.05,179.55
<br>500294,NCC         ,95.00,96.00,91.35,94.40
<br>500295,VEDL        ,163.90,164.25,159.45,160.80
<br>500296,NAHAR SPG.  ,82.40,83.50,81.50,83.00
<br>500298,NAT.PEROXIDE,2555.00,2662.00,2255.00,2334.90
<br>500300,GRASIM IND. ,821.00,832.00,815.00,829.90
<br>500302,PEL         ,2046.00,2149.30,2040.00,2133.40
<br>500304,NIIT LTD.   ,104.80,107.15,100.15,100.35
<br>500306,JAYKAY      ,4.99,4.99,4.56,4.60
<br>500307,NIRLON      ,200.05,202.70,200.00,200.00
<br>500312,ONGC CORPN  ,166.10,168.35,162.30,167.15
<br>500313,OIL COUNTRY ,12.75,12.75,11.61,11.81
<br>500314,ORIENT HOTEL,41.00,41.60,41.00,41.00
<br>500315,ORINTAL BANK,89.55,91.20,88.50,89.80
<br>500317,OSWAL AGRO. ,7.40,7.40,6.95,7.11
<br>500319,INDIAN SUCRO,15.30,15.30,15.30,15.30
<br>500325,RELIANCE    ,1268.00,1276.90,1255.00,1265.70
<br>500327,PILITA      ,7.65,7.75,7.46,7.66
<br>500329,PENTAMED.G  ,0.37,0.39,0.37,0.38
<br>500330,RAYMOND     ,783.95,801.35,783.95,797.80
<br>500331,PIDILITE    ,1156.00,1173.90,1150.00,1163.10
<br>500333,PIX TRANS   ,173.90,175.00,170.00,170.30
<br>500335,BIRLA CORPN.,558.00,558.00,540.05,547.35
<br>500336,SURYA ROSHNI,219.30,223.80,216.60,220.85
<br>500337,PRIME SECUR.,39.35,41.95,39.30,41.55
<br>500338,PRSMJOHNSN  ,86.90,88.50,85.00,86.80
<br>500339,RAIN        ,98.90,101.30,97.00,99.40
<br>500346,PUN.COMMUNI.,15.00,16.00,15.00,15.15
<br>500350,RSWM  LTD   ,148.80,151.50,146.00,148.65
<br>500354,RAJSH.SUGAR ,22.00,22.00,21.00,21.30
<br>500355,RALLIS INDIA,141.00,142.80,139.95,142.05
<br>500356,RAMANEWS    ,20.55,21.15,20.50,21.10
<br>500357,RAMA PAPER  ,14.85,15.90,14.85,15.90
<br>500360,RAPICUT CARB,45.00,45.00,45.00,45.00
<br>500365,RMGALLOY    ,13.25,13.75,13.00,13.45
<br>500366,ROLTA (I)   ,7.44,7.46,7.44,7.46
<br>500367,RUBFILA INT.,38.60,38.85,36.20,37.40
<br>500368,RUCHI SOYA  ,6.40,6.40,6.07,6.09
<br>500370,SALORA INT. ,13.59,13.59,13.59,13.59
<br>500378,JINDAL SAW  ,74.40,75.85,73.60,75.25
<br>500380,JK LAKSHMI  ,339.90,344.15,337.40,339.90
<br>500387,SHREE CEMENT,19083.20,19727.65,18741.35,19332.10
<br>500390,REL INFRA   ,108.50,113.40,105.30,107.85
<br>500400,TATA POWER  ,61.25,61.80,61.00,61.45
<br>500402,SPMLINFRA   ,26.95,26.95,26.10,26.95
<br>500403,SUNDARAM FAS,524.90,524.90,520.00,520.55
<br>500404,SUNFLAG IRON,39.90,40.25,39.40,40.00
<br>500405,SUPREME PET ,202.90,205.00,200.00,200.75
<br>500407,SWARAJ ENGIN,1324.00,1333.50,1315.00,1324.50
<br>500408,TATA ELXSI  ,852.00,869.75,849.95,863.60
<br>500410,ACC LTD     ,1588.00,1614.20,1571.15,1606.15
<br>500411,THERMAX     ,965.40,965.40,943.00,949.00
<br>500412,THIRUMALAI  ,74.95,76.50,74.95,76.05
<br>500413,THOMAS COOK ,236.00,248.00,235.50,245.85
<br>500414,TIMEX GROUP ,44.25,47.00,44.25,46.70
<br>500418,TOKYO PLAST ,48.40,48.40,48.40,48.40
<br>500420,TORRENT PHAR,1667.10,1675.80,1637.15,1646.95
<br>500422,TRANSCHEM   ,20.00,23.00,20.00,20.05
<br>500425,AMBUJA CEME ,213.25,219.80,213.20,218.90
<br>500426,UTLINDS     ,21.10,21.10,19.15,20.10
<br>500429,UNIPHOS ENT.,101.80,102.85,99.00,99.00
<br>500439,VARD HOLDNG ,2071.00,2071.00,2070.00,2070.30
<br>500440,HINDALCO    ,192.00,193.75,187.25,191.90
<br>500444,WEST COAS PA,219.85,222.45,217.90,219.80
<br>500449,HIND.ORG.CHM,19.35,19.85,19.20,19.70
<br>500450,MPIL CORP L ,152.40,152.40,152.40,152.40
<br>500456,PAS.ACRYLON ,17.75,18.75,17.50,18.15
<br>500459,PROCTER &GAM,10510.00,10567.15,10397.00,10494.70
<br>500460,MUKAND LTD. ,46.60,47.45,46.20,46.85
<br>500463,AGCNET      ,99.50,99.50,99.25,99.50
<br>500464,UCAL FUEL   ,157.00,158.50,152.10,156.00
<br>500467,HARR.MALAYAL,65.10,66.00,64.00,64.60
<br>500469,FEDERAL BANK,98.10,99.65,96.25,98.45
<br>500470,TATA STEEL  ,465.90,471.45,461.00,469.55
<br>500472,SKF INDIA   ,1804.00,1842.15,1804.00,1829.10
<br>500477,ASHOK LEYL. ,83.70,84.80,82.70,84.30
<br>500480,CUMMINS (I) ,696.75,716.00,695.20,711.70
<br>500483,TATA COMM   ,538.65,557.10,538.65,552.70
<br>500488,ABBOTT (I)  ,7221.00,7416.20,7207.00,7392.30
<br>500490,BAJ HOLD INV,3165.00,3300.00,3165.00,3274.45
<br>500493,BHARAT FORGE,448.00,456.45,447.95,454.80
<br>500495,ESCORTS LTD.,566.80,568.70,549.30,558.95
<br>500500,HIND.MOTORS ,6.80,7.15,6.74,6.97
<br>500510,LARSEN & TOU,1338.00,1371.00,1333.20,1361.90
<br>500520,MAH & MAH   ,609.00,623.00,607.75,621.25
<br>500530,BOSCH LTD   ,17050.00,17329.95,17050.00,17237.85
<br>500540,PREMIER LTD ,4.49,4.49,4.49,4.49
<br>500547,BHARAT PET. ,373.10,378.60,366.80,375.85
<br>500550,SIEMENS LTD.,1129.95,1137.00,1111.00,1126.05
<br>500570,TATA MOTORS ,175.25,177.65,170.20,176.70
<br>500575,VOLTAS LTD  ,557.50,577.95,556.95,574.65
<br>500620,GREAT EASTE ,241.00,245.95,240.80,242.85
<br>500645,DEEPAK FERT.,122.05,129.35,122.05,127.95
<br>500650,EXCEL INDUST,1033.45,1084.55,1026.30,1064.70
<br>500655,GARWARE POLY,202.65,217.95,202.65,204.25
<br>500660,GLAXOSMITH  ,1277.05,1277.05,1269.00,1271.65
<br>500670,GUJ.NARMADA ,281.75,286.45,278.25,282.20
<br>500672,NOVARTIS    ,673.00,691.00,671.25,677.80
<br>500674,SANOFI      ,5390.25,5420.00,5372.40,5386.05
<br>500676,GLAXOSMITHKL,7100.00,7339.90,7099.35,7312.60
<br>500680,PFIZER LTD. ,2981.00,3021.00,2963.70,3003.70
<br>500690,GUJ.ST.FERT ,94.25,96.35,93.40,95.70
<br>500696,HIND UNI LT ,1691.00,1741.00,1687.00,1735.75
<br>500710,AKZOINDIA   ,1620.00,1625.10,1608.00,1613.90
<br>500730,NOCIL LTD   ,116.90,117.75,114.80,115.30
<br>500770,TATA CHEM.  ,601.35,623.60,601.00,619.10
<br>500777,T.P.L.      ,36.00,36.20,35.50,35.65
<br>500780,ZUARIGLOB   ,91.90,94.40,91.05,92.80
<br>500790,NESTLE (I)  ,10309.95,10522.85,10270.00,10452.60
<br>500800,TATAGLOBAL  ,220.00,237.90,218.60,235.30
<br>500820,ASIAN PAINTS,1306.90,1329.00,1301.75,1318.15
<br>500825,BRITANIA IND,2715.00,2785.70,2711.50,2777.95
<br>500830,COLGATE PALM,1120.00,1144.50,1112.00,1142.25
<br>500840,EIH LTD.    ,187.45,187.45,178.05,180.45
<br>500850,INDIAN HOTEL,141.25,150.50,140.15,143.15
<br>500870,CASTROL     ,141.30,144.00,140.85,143.20
<br>500875,ITC LTD.    ,296.15,302.25,295.00,301.40
<br>500877,APOLLO TYRES,176.60,178.80,175.20,177.00
<br>500878,CEAT LIMITED,941.05,965.00,939.50,950.65
<br>500940,FINOLEX IND.,445.00,451.90,444.00,449.10
<br>501148,DALAL ST INV,250.70,250.70,250.70,250.70
<br>501150,CENTRUM CAP ,29.00,29.90,28.45,29.60
<br>501242,TCI FINANCE ,13.30,13.30,13.30,13.30
<br>501298,INDUS.&PRUD.,895.00,899.00,895.00,898.25
<br>501301,TATA INVEST.,860.00,862.55,852.30,861.15
<br>501314,GROMOTRADE  ,444.50,446.00,444.40,444.65
<br>501370,WALCHAND PF ,77.00,80.10,77.00,80.10
<br>501423,SHA ENG PLA ,722.95,722.95,696.05,701.75
<br>501425,BOM.BURMAH  ,1146.60,1147.55,1115.70,1126.60
<br>501430,BOM.CYCLE   ,2096.40,2096.40,2050.00,2096.40
<br>501455,GREAVES COTT,134.60,138.20,134.15,137.45
<br>501700,INDIA NIVEH ,66.60,66.70,66.50,66.65
<br>501831,COAST CORP  ,294.00,294.00,275.10,292.25
<br>502015,ASIIL       ,12.50,12.50,12.25,12.32
<br>502090,SAGAR CEM.  ,595.85,595.85,582.00,592.05
<br>502137,DECAN CEMENT,387.00,387.00,374.10,377.45
<br>502157,MANGALAM CEM,250.00,253.95,244.40,245.60
<br>502168,N C L IND.  ,134.65,134.95,132.25,134.20
<br>502175,SAURAS.CEM. ,45.00,45.90,44.70,45.35
<br>502180,SRI DIGV CEM,15.00,15.70,14.90,15.50
<br>502219,BOROSIL GLAS,193.50,195.90,189.40,191.70
<br>502271,RAASI REFRAC,4.65,4.65,4.65,4.65
<br>502281,TRIVENI GLAS,9.20,9.45,9.00,9.20
<br>502330,IPAPPM      ,387.20,389.00,382.80,384.95
<br>502355,BALKRISH IND,787.70,798.50,778.55,794.30
<br>502407,NATH PULP   ,64.00,64.00,63.00,63.00
<br>502420,ORIENT PAPER,30.55,30.75,30.40,30.50
<br>502445,CITADEL     ,17.50,17.50,16.00,16.00
<br>502448,ROLLATAINER ,2.13,2.25,2.12,2.21
<br>502450,SESHA.PAPER ,915.00,936.00,915.00,935.95
<br>502460,SOLID CONT. ,22.10,22.10,22.10,22.10
<br>502587,RAMA PULP   ,65.45,65.45,61.60,61.60
<br>502589,VAPI PAPER  ,11.13,11.13,11.13,11.13
<br>502742,SINTEX IND. ,7.35,7.39,7.19,7.26
<br>502820,DCM LTD.    ,55.30,56.50,55.30,56.25
<br>502865,FORBES & CO ,2010.05,2074.00,1996.00,2002.95
<br>502873,H.P.COTTON  ,36.20,36.20,36.20,36.20
<br>502901,JAMSHRI RANJ,1700.00,1700.00,1700.00,1700.00
<br>502937,KESORAM IND ,65.00,65.30,63.75,64.50
<br>502958,LAKSHMI MILL,2085.00,2270.00,2085.00,2261.70
<br>502986,VARDH TEXT  ,1105.25,1107.15,1090.00,1093.45
<br>503015,MODERN INDIA,66.50,66.50,66.50,66.50
<br>503031,PENLAND LTD ,7.09,7.79,6.37,7.04
<br>503100,PHOENIX MILL,619.00,620.95,595.00,599.55
<br>503127,RAJA BAHADUR,1050.00,1050.00,1050.00,1050.00
<br>503162,REL.CHEMOTX ,76.60,80.00,72.00,75.15
<br>503169,RUBY MILLS  ,242.00,254.00,242.00,245.20
<br>503229,SIMPLEX REAL,69.45,69.50,69.45,69.50
<br>503310,SWAN ENG    ,99.50,102.65,98.55,101.90
<br>503349,VICTORIA MIL,2407.00,2407.00,2370.00,2382.50
<br>503657,VEER ENERGY ,9.95,9.95,9.21,9.67
<br>503663,TILAK       ,0.61,0.61,0.61,0.61
<br>503722,BANSW.SYNTEX,55.50,60.50,55.45,59.05
<br>503776,MODIPON     ,21.45,21.45,21.45,21.45
<br>503806,SRF LIMITED ,2775.00,2823.75,2747.20,2800.05
<br>503811,SIYARAM SILK,329.00,330.00,317.50,319.90
<br>503816,SWAD.POLYTEX,35.80,35.80,34.85,34.90
<br>503831,FOMENTO HOTE,104.95,104.95,104.95,104.95
<br>503960,BHARAT BIJLE,980.00,983.00,970.00,974.65
<br>504000,ELPRO INTER ,47.30,47.35,46.60,46.95
<br>504008,EMCO LTD.   ,2.19,2.19,2.06,2.16
<br>504028,GEE LTD     ,29.00,29.00,28.95,29.00
<br>504036,HIND.RECT   ,115.50,118.90,114.25,116.40
<br>504058,NIPPOBATRY  ,499.95,508.75,495.00,505.75
<br>504067,ZENSAR TECH.,246.00,247.50,245.10,246.30
<br>504076,JYOTI LTD.  ,8.99,8.99,8.99,8.99
<br>504092,INDOKEM LTD.,9.60,10.30,9.60,10.30
<br>504093,PANA ENERG  ,195.00,195.00,186.00,188.65
<br>504112,NELCO LTD.  ,268.00,274.00,266.00,269.55
<br>504132,PERM MAGNETS,143.00,153.30,138.05,140.00
<br>504176,HIGH ENERGY ,202.70,229.50,202.70,224.00
<br>504212,UNIV.CABLE  ,208.90,215.20,207.05,209.45
<br>504220,W.S.INDUSTR.,0.81,0.85,0.81,0.85
<br>504240,DELTON CABLE,16.65,16.65,16.55,16.55
<br>504258,LAKSHMI ELEC,494.95,494.95,486.10,494.05
<br>504335,PAZEL       ,1.20,1.30,1.20,1.26
<br>504341,RELTD       ,33.45,33.45,33.45,33.45
<br>504351,EMPOWER     ,0.19,0.19,0.19,0.19
<br>504378,NYSSACORP   ,1.46,1.46,1.46,1.46
<br>504605,UNI ABEX    ,375.10,399.00,363.00,367.50
<br>504614,SARDA ENMIN ,244.65,252.45,244.00,250.00
<br>504646,BHAGWATI AUT,125.30,135.00,125.30,135.00
<br>504741,IND.HUME PIP,240.80,249.80,240.80,247.30
<br>504746,IND.LINKCHAI,519.00,519.00,519.00,519.00
<br>504786,INVEST &PREC,238.00,238.90,232.95,233.10
<br>504879,ORIENT ABRAS,22.05,22.50,22.05,22.25
<br>504908,DUNCANENG   ,98.70,98.70,98.70,98.70
<br>504918,SANDUR MANG.,865.30,914.00,855.10,903.15
<br>504959,STOVAC IND. ,2080.00,2080.00,2007.00,2027.95
<br>504961,TATA YODOGAW,37.30,39.25,37.30,37.70
<br>504966,TINPLATE    ,124.00,124.00,120.75,122.55
<br>504973,CHOLAHLDNG  ,515.00,515.00,505.55,505.55
<br>504988,WELCAST     ,476.50,519.85,476.50,480.45
<br>505010,AUTO AXLES  ,1069.75,1095.55,1065.00,1071.20
<br>505029,ATLAS CYCLES,51.95,52.00,48.10,48.65
<br>505036,AUTO COR.GOA,513.00,515.00,508.00,510.80
<br>505075,SETCO AUTO  ,23.15,25.00,22.90,24.40
<br>505141,SCOOTERS IND,26.10,26.10,24.10,25.50
<br>505160,TALBROS AUTO,170.00,179.50,170.00,176.45
<br>505163,ZF STEERING ,498.00,498.00,482.20,490.45
<br>505192,SMLISUZU    ,761.05,770.85,751.50,764.65
<br>505196,TIL LTD.    ,218.05,225.00,215.60,222.80
<br>505200,EICHER MOTOR,20100.00,21040.95,20067.95,20959.70
<br>505216,ALFRED HERB ,571.00,571.00,566.20,566.20
<br>505230,CIMMCO      ,33.90,33.90,32.80,32.80
<br>505232,VELJAN      ,780.00,780.00,780.00,780.00
<br>505242,DYNAMAT.TECH,1398.00,1398.00,1394.00,1394.00
<br>505250,G.G.DANDEKAR,56.05,56.05,56.05,56.05
<br>505255,GMM PFAUDLER,1110.10,1149.00,1110.00,1144.40
<br>505283,KIRLOSAR PN ,185.00,189.90,182.50,186.05
<br>505299,KULK-POWER  ,67.15,73.40,67.00,71.25
<br>505302,LAXMI AUTOLM,37.00,38.00,37.00,38.00
<br>505324,MANUGRAPH IN,18.50,19.45,18.50,19.45
<br>505343,MONOTYPE IND,0.20,0.20,0.19,0.19
<br>505355,NESCO LTD   ,475.90,489.50,470.00,480.90
<br>505358,INTEGRA ENG ,48.20,49.35,48.00,48.40
<br>505368,REVATHI EQU.,368.05,368.05,358.00,358.00
<br>505400,TEXINFRA    ,49.55,52.45,49.50,51.70
<br>505412,WENDT(INDIA),2649.00,2649.00,2550.00,2555.00
<br>505509,RESPON IND  ,86.05,90.00,85.30,88.05
<br>505523,MAHA CORP   ,0.29,0.29,0.29,0.29
<br>505526,DOLAT INV.  ,40.75,41.75,39.10,40.15
<br>505533,WESTLIFE DEV,332.05,350.00,330.60,348.15
<br>505537,ZEE ENTER   ,350.10,378.40,347.30,372.20
<br>505576,GOLDCORP    ,88.20,88.20,79.85,79.85
<br>505590,SVPGLOB     ,358.80,359.90,355.00,355.00
<br>505650,SKYL MILLAR ,3.08,3.08,3.08,3.08
<br>505681,BIMETAL BEAR,428.00,441.00,428.00,440.40
<br>505688,BHARAT GEARS,132.00,132.00,116.10,118.70
<br>505693,LATIMMETAL  ,36.10,36.10,36.10,36.10
<br>505700,ELECON ENG  ,49.50,50.60,48.45,48.90
<br>505710,GRAUER& WEIL,49.20,49.20,47.50,48.65
<br>505712,HIMTEK      ,110.10,110.10,86.35,87.25
<br>505714,GABRIEL(I)  ,143.30,143.30,138.00,140.45
<br>505720,HERC.HOISTS ,99.65,104.10,99.65,103.35
<br>505725,HIND.EVEREST,63.70,63.70,60.80,60.80
<br>505726,IFB IND.LTD.,799.00,799.00,762.70,774.25
<br>505729,SINGER INDIA,41.85,42.65,40.20,41.70
<br>505737,INTER.COMBUS,230.00,233.70,225.25,228.60
<br>505744,FED MOG GOE ,500.20,534.35,500.20,527.70
<br>505750,JOSTS ENG.  ,689.00,705.00,655.05,681.00
<br>505790,SCHAEFFLER  ,4753.70,4809.55,4671.05,4752.25
<br>505800,RANE HOLDIN ,1133.50,1133.50,1104.60,1110.05
<br>505827,SNL BEARINGS,275.00,275.00,275.00,275.00
<br>505840,JAIPAN INDUS,17.45,17.45,14.50,15.00
<br>505850,MANCREDIT   ,50.60,53.40,50.60,52.65
<br>505854,TRF LTD.    ,114.50,115.45,111.50,113.60
<br>505872,WPIL LTD.   ,818.00,825.00,791.00,815.00
<br>505890,KENNAMETAL  ,1062.10,1100.00,1062.10,1094.65
<br>505978,TRITON VALVE,1050.00,1050.00,1016.05,1022.50
<br>506022,PRAKASH IND.,67.85,68.15,65.50,66.15
<br>506027,BHORUKA ALU.,0.88,0.88,0.80,0.80
<br>506074,ARSHIYA     ,28.20,28.20,26.85,27.45
<br>506076,GRIND NORTON,580.05,599.00,580.05,598.95
<br>506105,STANROSE MAF,92.00,92.00,90.00,90.35
<br>506109,GENESYS INT.,80.10,81.00,78.65,80.40
<br>506122,PANKAJPIYUS ,48.75,48.75,44.20,44.20
